task_id,text
258,"This letter agreement and the rights and obligations herein may not be assigned or otherwise transferred, in whole or in part, by you without the express written consent of the Company. This letter agreement, however,
shall be binding on successors of the parties to this letter agreement."
97,"You have agreed to discuss with Sterling Fund
Management, LLC (“us” or “we” or “our” or “Sterling”) a negotiated transaction
(a “Transaction”) involving Innotrac Corporation (the “Company”"
97,"You have agreed to discuss with Sterling Fund
Management, LLC (“us” or “we” or “our” or “Sterling”) a negotiated transaction
(a “Transaction”) involving Innotrac Corporation (the “Company”). As a condition to such discussions, you
and the Company have required that we agree to keep strictly confidential all information conveyed to us in whatever form, whether
written or oral, regarding the Company and to refrain from using the same except as provided in this letter agreement (“Agreement”"
97,"This Agreement confirms our agreement with
you and the Company to retain in strict confidence all information (written or oral) conveyed to us by you, the Company or your
or the Company’s respective Representatives (as defined below) relating to the Company, its business or its Affiliates (as
defined below), including all notes, analyses, compilations, forecasts, studies, presentations or other documents furnished to
us or any of our Representatives, or prepared by us based on information furnished to us or our Representatives, by you, the Company
or your or the Company’s respective Representatives, that contain or reflect such information (the “Confidential Information”"
97,"unless such information (i) is already in our possession from a source other than the Company or any of its Representatives, or
becomes available to us or our Representatives on a nonconfidential basis from a source other than you, the Company or your or
the Company’s respective Representatives, provided in any case that such information is not known by us to be subject to
any other obligation of confidentiality or restriction on use pursuant to any contractual, legal, fiduciary or other obligation,
or (ii) was or becomes generally available to the public without breach of this Agreement by us or our Representatives"
97,"We will use the Confidential Information only
in connection with our consideration of whether to pursue a Transaction and will not use it for any other purpose whatsoever or
disclose it to others, except that we shall have the right to communicate the Confidential Information to such of our Representatives
who are required by their duties to have knowledge thereof in order to evaluate the Transaction, provided that each such person
is informed that such Confidential Information is strictly confidential and subject to this Agreement and agrees not to disclose
or use such Confidential Information except as provided herein. We agree to take all reasonable measures to restrain our Representatives
from prohibited or unauthorized disclosure or use of the Confidential Information. We acknowledge and agree that the provision
of the Confidential Information does not constitute a license to us or our Representatives to use the Confidential Information
for any purpose other than those expressly provided in this Agreement. We hereby agree that we will be liable for any breach of
this Agreement by any of our Representatives. Neither we nor our Representatives will disclose the existence of this Agreement,
the fact that the Confidential Information has been made available or that discussions or negotiations are taking place concerning
a Transaction or any of the terms, conditions or other facts with respect thereto (including the status thereof"
97,"The Company may, in its sole discretion, reject
any and all proposals made by us or on our behalf with regard to a Transaction and terminate discussions and negotiations with
us at any time and for any or no reason"
97,"In the event that we or any of our Representatives
is requested or required by any governmental authority, to disclose any Confidential Information, we will (to the extent permitted
by law or legal ruling) give the Company prompt written notice of such request or requirement so that the Company may seek an appropriate
order or other remedy protecting the Confidential Information from disclosure, and we will fully cooperate with the Company (at
the Company’s expense) to obtain such protective order or other remedy. In the event that a protective order or other remedy
is not obtained or the Company waives its right to seek such an order or other remedy, we (or our Representatives to whom such
request is directed) may furnish only that portion of the Confidential Information which we (or such Representatives) are legally
required to disclose, provided that (to the extent permitted by law or legal ruling) we give the Company written notice of the
information to be disclosed as far in advance of its disclosure as practicable and use our best efforts (at the Company’s
expense) to obtain assurances that confidential treatment will be accorded to such information"
97,"In that event, or if at any time you or the Company so requests, we agree to return to you
or destroy (and certify in writing that we have done so) immediately upon request all Confidential Information together with all
copies thereof in our possession or to which we have access, provided however that notwithstanding the foregoing nothing in this
Agreement shall require the alteration, modification, deletion or destruction of back-up tapes or other media made in the ordinary
course of business, nor restrict us or our Representatives from retaining copies of the Confidential Information for legal archival
purposes to evidence compliance with the terms of this Agreement or otherwise for legal compliance or regulatory purposes"
97,"Notwithstanding
any termination of discussions concerning a Transaction and the retention, return or destruction of the Confidential Information,
we and our Representatives will continue to be bound by our obligations of nondisclosure and restrictions on use of the Confidential
Information and all of the other obligations hereunder"
97,"We agree that money damages might not be a
sufficient remedy for any breach of this Agreement by us or our Representatives and, in addition to all other remedies available
under applicable law, the Company shall be entitled to seek specific performance and to injunctive or other equitable relief as
a remedy for any such breach. In the event of litigation relating to this Agreement, the non-prevailing party will reimburse the
prevailing party for its costs and expenses (including, without limitation, legal fees and expenses) incurred in connection with
such litigation"
97,"This Agreement and any dispute arising hereunder
or in connection with the matters contemplated hereby, whether in contract, tort or otherwise, shall be governed in all respects
by the internal laws of the State of Georgia, without giving effect to Georgia principles or rules of conflict of laws to the extent
such principles or rules would require or permit the application of the laws of another jurisdiction"
97,"The obligations under this Agreement will terminate
two years from the date hereof, except (i) where otherwise stated as a shorter term and (ii) for Confidential Information which
constitutes “trade secrets” under applicable law, with respect to which our obligations of confidentiality and use
shall continue without termination"
97,"We agree that money damages might not be a
sufficient remedy for any breach of this Agreement by us or our Representatives and, in addition to all other remedies available
under applicable law, the Company shall be entitled to seek specific performance and to injunctive or other equitable relief as
a remedy for any such breach. In the event of litigation relating to this Agreement, the non-prevailing party will reimburse the
prevailing party for its costs and expenses (including, without limitation, legal fees and expenses) incurred in connection with
such litigation"
1705,"The parties agree that any dispute, controversy or claim arising out of or relating to this agreement shall be settled by arbitration in London in accordance with the rules of the London Metal Exchange (LME)"
84,"CONFIDENTIALITY AGREEMENT (the ""Agreement""), dated May 5, 2002, between TRW
Inc., an Ohio corporation (""TRW""), and Northrop Grumman Corporation, a Delaware
corporation (""Buyer"
84,"WHEREAS, TRW and Buyer (referred to herein individually as a ""Party"" and
collectively as the ""Parties"") are considering entering into discussions
concerning a possible transaction between them at a price of at least $53.00 per
share of TRW common stock, payable in Buyer Common Stock (the ""Transaction"");

     WHEREAS, in connection with such discussions, each Party contemplates
furnishing Evaluation Material (as defined below) to the other Party and its
Representatives (as defined below"
84,"a) As used herein, ""Evaluation Material"" means all data, reports,
interpretations, forecasts and records (whether in oral or written form,
electronically stored or otherwise), including any information furnished prior
to the date hereof, containing or otherwise reflecting information concerning a
Transaction, the Supplying Party or its affiliates or subsidiaries that is
provided by the Supplying Party or its Representatives to the Recipient or its
Representatives and all notes, analyses, compilations, studies or other
documents in tangible form (whether in written form, electronically stored or
otherwise) that contain or otherwise reflect such information, whether prepared
by the Supplying Party, the Recipient or their respective Representatives or
others"
84,"Notwithstanding the foregoing, the following will not constitute
""Evaluation Material"" for purposes of this Agreement:

     (i)  Information that is obtained, whether before or after the date of this
          Agreement, by the Recipient or its Representatives from a source other
          than the Supplying Party or its Representatives who, insofar as is
          known to the Recipient after reasonable inquiry, is not prohibited by
          a contractual, legal or fiduciary obligation to the Supplying Party
          from transmitting the information to the Recipient or its
          Representatives; or



     (ii) Information that is or becomes generally available to the public other
          than as a result of a disclosure by the Recipient or its
          Representatives in violation of the provisions of this Agreement.

         (b) As used herein, ""Recipient"" means the receiving party of Evaluation
Material.

         (c) As used herein, ""Representatives"" of any Party shall mean the
subsidiaries and affiliates (as such term is used in Rule 12b-2 under the
Securities Exchange Act of 1934, as amended (the ""Exchange Act"")), of such Party
and the respective directors, officers, employees, representatives and agents of
such Party, and such Party's subsidiaries and affiliates; provided, however,
                                                          --------  -------
that with respect to all matters other than the matters addressed in paragraphs
2 and 3 hereof, a Party's directors, officers and employees will be
""Representatives"" for purposes of this Agreement only if they are at such time
directors, officers or employees of such Party and a Party's representatives and
agents will be ""Representatives"" for purposes of this Agreement only if they are
acting in their capacity as a representative or agent of such Party.

         (d) As used herein, ""Supplying Party"" means the party on behalf of whom
Evaluation Material is being delivered"
84,"All Evaluation Material in tangible form (whether in written form,
electronically stored or otherwise) provided by the Supplying Party or its
Representatives will be returned by the Recipient to the Supplying Party or
destroyed promptly upon request, without retention of any copies thereof, and an
authorized officer of the Recipient shall certify in writing to the Supplying
Party that all such Evaluation Material has been returned by the Recipient or
destroyed, as the case may be. All other Evaluation Material in tangible form,
including analyses, compilations, studies, personal notes, or other documents
(whether in written form, electronically stored or otherwise) prepared by the
Recipient or any of its Representatives will be retained by the Recipient and
kept subject to the terms of this Agreement or destroyed, in the Recipient's
discretion (and shall be destroyed upon the Supplying Party's request, in which
case an authorized officer of the Recipient shall certify in writing to the
Supplying Party that all such Evaluation Material requested to be destroyed has
been destroyed). Except as otherwise provided in this Agreement, all retained
Evaluation Material (whether in written form, electronically stored or
otherwise) will continue to be subject to this Agreement"
84,"Each Party agrees that for a period of two years following the date
hereof, it will not, directly or indirectly, solicit any employee of another
Party or such other Party's affiliates with whom such Party or any of its
Representatives have had contact or who became known to them in connection with
such Party's consideration of a Transaction to terminate his or her employment
or other relationship with the other Party, or to seek or accept employment or
other affiliation with such Party; provided, however, that a Party shall not be
                                   --------  -------
precluded from

                                       5




soliciting or hiring any such employee of another Party or its affiliates who
responds to any general search or solicitation, including without limitation by
way of a general advertisement not directed at employees of such Party or who
approaches such Party without any solicitation by such Party; provided, further,
                                                              --------  -------
that upon consummation of a Transaction between TRW and another party, this
paragraph shall be void and of no further force and effect"
84,"Each Party agrees that the other Party and its respective affiliates
would be irreparably harmed by a breach of this Agreement by a breaching Party
or its Representatives, that monetary remedies would be inadequate to protect
the non-breaching Party against any actual or threatened breach of this
Agreement by the breaching Party or its Representatives, and, without prejudice
to any other rights and remedies otherwise available to the other Party, that
the breaching Party agrees to the granting of equitable relief, including
injunctive relief and specific performance, in the other Party's favor without
proof of actual damages as a remedy for any breach or threatened breach. The
breaching Party further agrees to waive, and to use its best efforts to cause
its Representatives to waive, any requirement for the securing or posting of any
bond in connection with such remedy. Each breaching Party agrees to reimburse
the other Party for their respective costs and expenses (including, without
limitation, legal fees and expenses) incurred to remedy any and all breaches of
this Agreement. It is further understood and agreed that no failure or delay by
any Party in exercising any right, power or privilege hereunder shall operate as
a waiver thereof, nor shall any single or partial exercise thereof preclude any
other

                                       9




or further exercise thereof or the exercise of any other right, power or
privilege hereunder"
84,"This Agreement shall be governed by and construed in accordance with
the laws of the State of Ohio, without regard to the conflict of laws principles
thereof. Each Party hereby irrevocably and unconditionally submits to the
jurisdiction of any court of the State of Ohio or any federal court sitting in
the State of Ohio for purposes of any suit, action or other proceeding arising
out of this Agreement which is brought by or against the other Party (and each
Party agrees not to commence any action, suit or proceedings relating thereto
except in such courts) and agrees that service of any process, summons, notice
or document by U.S. registered mail to the address set forth above shall be
effective service of process for any action, suit or proceeding brought against
the other Party in any such court. Each Party hereby irrevocably and
unconditionally waives any objection to the laying of venue of any action, suit
or proceeding arising out of this Agreement, which is brought by or against the
other Party, in the courts of the State of Ohio or any federal court sitting in
the State of Ohio and hereby further irrevocably and unconditionally waives and
agrees not to plead or claim in any such court that any such action, suit or
proceeding brought in any such court has been brought in an inconvenient forum"
84,"This Agreement shall terminate on the fourth anniversary of the date
hereof"
84,"This
Agreement shall inure to the benefit of and be binding upon each of the Parties
and their respective successors and assigns, provided, however, that neither
                                             --------  -------
this Agreement nor any of the rights, interests or obligations hereunder shall
be assigned by either of the Parties hereto without the prior written consent of
the other Party, and no assignment of any right, interest or obligation shall
release any such assigning Party therefrom unless that other Party shall have
consented to such release in writing specifically referring to the right,
interest or obligation from which such assigning Party is to be released."
19,"Confidentiality Agreement

CONFIDENTIALITY AGREEMENT (the ""Agreement"") dated this July 11, 1997, by and
between CE SOFTWARE HOLDINGS, INC. (the ""Company"") and XXXXXXXXX X. XXXXXX
(""Xxxxxx"
19,"a) Will use Company confidential information only within the scope of his duties
as an employee of the Company.

b) Will not disclosed confidential information to third parties not authorized
to receive it and then only in the best interest of the Company.

c) Will consider all specific software, algorithms, source code, computer
processing systems, products and techniques with which he becomes familiar as an
employee of Company to be confidential and the exclusive property of Company
which will not be converted or disclosed to anyone for any purpose whatsoever
except as approved by the Board of Directors. All records, files, memoranda,
reports, price lists, customer lists, drawings, plans, documents, equipment, and
the like, relating to the business of Company, which he shall use or prepare or
come into contact with, shall remain the sole property of Company"
19,"For purposes of this Exhibit, confidential information of the Company shall
include the confidential information of the company, it's parent, CESH, and any
affiliated companies, whether such information has been learned by Xxxxxx during
the term of this Agreement or during the period of employment by Xxxxxx with the
Company prior to this"
19,Agreement
19,"Assignability and Binding Effect. This Agreement shall inure to the
benefit of and shall be binding upon the heirs, executors, administrators and
legal representatives of the Executive, and shall inure to the benefit of and be
binding upon the Company and its successors and assigns, but the Executive may
not assign any of his obligations hereunder"
19,"CONFIDENTIALITY AGREEMENT (the ""Agreement"") dated this July 11, 1997, by and
between CE SOFTWARE HOLDINGS, INC. (the ""Company"") and XXXXXXXXX X. XXXXXX
(""Xxxxxx"")"
1808,"The recipient shall not, during the term of this agreement and for a period of 2 years following its termination, disclose or use any confidential information to create or enhance any products or services that compete with the disclosing party's products or services in Japan."
99,"This CONFIDENTIALITY AGREEMENT (this “Agreement”) is entered into as of October 21, 2013 (the “Effective
Date”) by and between Move, Inc. (together with its subsidiaries and affiliates, “Move”) and News Corporation (together with its subsidiaries and affiliates, the “Company”) (Move and the Company each a
“Party” and, collectively, the “Parties”"
99,"WHEREAS, each Party, in preparation for or in connection
with a possible transaction or series of transactions with the other Party (the “Transaction”), has or will receive information, data, documents, analyses, compilations, studies, records, proposals, correspondence, reports, and
other materials concerning the other Party’s business and affairs, and the fact that the Parties are having discussions and have entered into this Agreement (collectively, “Confidential Information”); 
WHEREAS, each Party is willing to provide the other Party with such Confidential Information on the condition that such Confidential
Information be protected from unauthorized use and disclosure as provided in this Agreement"
99,"Presumption of Confidential Information. The Parties intend to share Confidential Information. Subject to the exclusion in Section 3 hereof, all information, data, documents, analyses, compilations, studies, records, proposals,
correspondence, reports, and other materials concerning the Discloser’s business or affairs, whether communicated in writing, orally or by visual inspection, shall be deemed Confidential Information without the Discloser being obligated to
specifically identify, by notice or any other action, any information or material as to which the protection of this Agreement is desired"
99,"Excluded Confidential Information. Notwithstanding the presumption contained in Section 2 hereof, information, data, documents,
analyses, compilations, studies, records, proposals, correspondence, reports, and other materials shall be deemed not to be Confidential Information under this Agreement to the extent that they: 
(a) are, at the time of disclosure, available to the general public; or 
(b) must be disclosed pursuant to applicable law, rule or regulation; or 


(c) following disclosure, become generally available to the public other than as
a result of unauthorized disclosure by the Receiver or its Representatives (as defined below); or  (d) have been released
without restriction by the Discloser to another person not covered by a confidentiality obligation; or  (e) can be shown by
written documentation to have been received by the Receiver from a third party lawfully possessing and, to Receiver’s knowledge, lawfully entitled to disclose such material to the Receiver; or 
(f) can be shown by the Receiver to be in the Receiver’s rightful possession prior to disclosure by the Discloser; or 
(g) can be shown by the Receiver’s records to have been independently developed by the Receiver without direct or indirect
access to the Confidential Information provided by the Discloser to the Receiver"
99,"Prohibition on Disclosure; Use of Confidential
Information. Subject to the provisions of Section 5 hereof, the Receiver will not, without the prior written consent of the Discloser, (i) disclose any portion of the Confidential Information to any persons or entities other than the
directors, officers, employees, attorneys, accountants and consultants of the Receiver and its affiliates (collectively, “Representatives”) who reasonably need to have access to the Confidential Information for purposes of pursuing
the Transaction and are aware of and have agreed to abide by the terms of this Agreement; or (ii) use any portion of the Confidential Information for any purposes other than in connection with evaluating, presenting proposals about, or
otherwise effecting the Transaction. The Receiver agrees to take all reasonable steps to safeguard the Confidential Information in order to prevent disclosure thereof other than as permitted under this Agreement"
99,"Disposition of Confidential Information. If either Party
shall decide not to proceed with a Transaction, such Party shall provide written notice to the other party. Upon the Discloser’s request, the Receiver shall, at Receiver’s election, either (i) return to the Discloser all




Confidential Information that it or its Representatives have received from the Discloser, or (ii) cause to be destroyed all Confidential Information that it or its Representatives have
received from the Discloser; provided, however, that the Receiver may retain one copy in its legal archives (which copy shall not be directly accessed by any personnel of the Receiver other than members of the Receiver’s legal department)
solely for the purpose of monitoring the Receiver’s surviving obligations under this Agreement. If the Receiver elects to destroy all Confidential Information that it has received from the Discloser, it shall, following the destruction thereof,
deliver to the Discloser a certificate of an officer of the Receiver to such effect. Notwithstanding the foregoing, the Receiver and any of its Representatives may retain Confidential Information to the extent it is “backed up” on its or
their (as the case may be) electronic information management and communications systems or servers, is not available to an end user and cannot be expunged without considerable effort"
99,"Non-Solicit. During the
Standstill Period, each Party agrees that such Party will not (and it will instruct and direct that its affiliates and any person acting on behalf of or in concert with it or any affiliate will not), directly or indirectly, solicit for employment or
hire any officer, director, or senior employee of the other Party or any of its affiliates with whom such Party has had contact or who became known to such Party in connection with such Party’s consideration of the Transaction, except that such
Party shall not be precluded from hiring any such employee who (i) initiates discussions regarding such employment without any direct or indirect solicitation by such Party, (ii) responds to any public advertisement placed by such Party,
or (iii) has been terminated by the other Party or its affiliates prior to commencement of employment discussions between such Party or its affiliates and such officer, director, or 



employee. Notwithstanding anything to the contrary in this Agreement, the Parties hereby acknowledge and agree that no affiliate of any Party shall be bound by this paragraph 9 unless such
affiliate shall have received Confidential Information with regard to the other Party"
99,"Choice of Law. This Agreement is made and shall be construed according to
the laws of the state of Delaware without giving effect to any provisions thereof relating to conflict of laws"
99,"Term. This Agreement shall terminate upon the earlier of (x) eighteen (18) months from
the Effective Date, (y) one (1) year following the date of any notice provided under Section 6 hereof by either Party, and (z) consummation of a Transaction by the Parties, provided that either Party may terminate this Agreement,
with or without cause, upon ten (10) days’ prior written notice to the other Party (the “Termination Date”). All sections of this Agreement relating to the rights and obligations of the Parties concerning Confidential Information
disclosed during the term of the Agreement shall survive any such termination until the Termination Date"
99,"Assignment. This Agreement
shall not be assigned by either Party without the prior written consent of the other Party."
1883,"Any disputes arising out of or related to this Agreement shall be resolved through mediation. The parties agree to appoint a mutually agreed-upon mediator and to participate in good faith in the mediation process. If the dispute cannot be resolved through mediation, the parties may pursue their remedies, including but not limited to arbitration or court proceedings"
251,"Assignment. Neither Party may assign this Agreement, and any assignment in violation of
this Agreement shall be null and void. The obligations under this Agreement shall be binding on the Parties, their Representatives, and their successors and permitted assigns."
1949,"In order to facilitate the consideration and negotiation of a possible transaction involving the Xxxxxxxx and Peet’s, each Party has requested access to certain non-public information regarding the other Party and the other Party’s subsidiaries"
9,"This letter (this “Agreement”) constitutes the agreement between Citrix Systems, Inc., a Delaware corporation
(the “Company”), Xxxxxxx Associates, L.P., a Delaware limited partnership (“Xxxxxxx Associates”), Xxxxxxx International, L.P., a Cayman Islands limited partnership (“Xxxxxxx
International”), and Xxxxxxx International Capital Advisors Inc., a Delaware corporation (together with Xxxxxxx Associates and Xxxxxxx International, the “Investors”), with respect to the matters set forth below.
Capitalized terms used herein and not otherwise defined have the meanings ascribed to them in paragraph 12 below.   1.
Effective as of the date hereof, (a) Xxxxx X. Xxxxx shall resign from the Board of Directors of the Company (the “Board”), and (b) the Board shall take such actions as are necessary to appoint Xxxxx Xxxx as a new
member of the Board to fill the vacancy so created (the “Investor Designee”). The Nominating and Corporate Governance Committee of the Board, together with the Investors, will conduct a search process to promptly identify an
additional director mutually agreeable to the Company and the Investors (the “New Independent Director” and together with the Investor Designee, the “New Directors”) to join the Board, and promptly
following identification of such New Independent Director and completion of the Company’s review process, (i) one (1) additional director mutually agreeable to the Company and the Investors shall resign from the Board, and
(ii) the Board shall take such actions as are necessary to appoint the New Independent Director to fill the vacancy so created. The New Independent Director shall qualify as Independent and satisfy the Board membership criteria set forth in the
Company’s Corporate Governance Guidelines. Notwithstanding anything to the contrary contained in this Agreement, if (i) the Investors’ and their controlling or controlled Affiliates’ aggregate beneficial ownership decreases to
less than 3.0% of the Company’s outstanding common stock as a result of dispositions by the Investors and (ii) the Investor Designee has joined the Board, then the Board may in its sole discretion request that the Investor Designee resign
from the Board and any committees thereof, in which case the Investor Designee shall promptly deliver his written resignation to the Board (which shall provide for his immediate resignation) and the obligations of each of the parties hereunder shall
terminate"
9,"a) engage in any “solicitation” (as such term is used in the proxy rules of the SEC) of proxies or consents with respect to the
election or removal of directors or any other matter or proposal or become a “participant” (as such term is used in the proxy rules of the SEC) in any such solicitation of proxies or consents"
9,"This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware. Each of the Investors and the
Company (a) irrevocably and unconditionally consents to the personal jurisdiction and venue of the federal or state courts located in Wilmington, Delaware; (b) agrees that it shall not attempt to deny or defeat such personal jurisdiction
by motion or other request for leave from any such court; (c) agrees that it shall not bring any action relating to this Agreement or otherwise in any court other than such courts; and (d) waives any claim of improper venue or any claim
that those courts are an inconvenient forum. The parties agree that mailing of process or other papers in connection with any such action or proceeding in the manner provided in paragraph 20 or in such other manner as may be permitted by applicable
law, shall be valid and sufficient service thereof. Each of the parties, after consulting or having had the opportunity to consult with counsel, knowingly, voluntarily and intentionally waives any right that such party may have to a trial by jury in
any litigation based upon or arising out of this Agreement or any related instrument or agreement, or any of the transactions contemplated thereby, or any course of conduct, dealing, statements (whether oral or written), or actions of any of them.
No party shall seek to consolidate, by counterclaim or otherwise, any action in which a jury trial has been waived with any other action in which a jury trial cannot be or has not been waived"
9,"This letter (this “Agreement”) constitutes the agreement between Citrix Systems, Inc., a Delaware corporation
(the “Company”), Xxxxxxx Associates, L.P., a Delaware limited partnership (“Xxxxxxx Associates”), Xxxxxxx International, L.P., a Cayman Islands limited partnership (“Xxxxxxx
International”), and Xxxxxxx International Capital Advisors Inc., a Delaware corporation (together with Xxxxxxx Associates and Xxxxxxx International, the “Investors”), with respect to the matters set forth below"
9,"This letter agreement shall be governed by, and construed in accordance with, the laws of the State of Delaware. The parties hereby irrevocably and unconditionally consent to the exclusive jurisdiction of the Chancery
Courts in the State of Delaware and the United States District Court for the District of the State of Delaware for any action, suit or proceeding arising out of or relating to this letter agreement, and agree not to commence any action, suit or
proceeding related thereto except in such courts"
9,"Except as otherwise set forth herein, this letter agreement shall terminate three (3) years from the date on which the Investor Designee ceases to be a director of the Company; provided that you and your Affiliates
shall maintain in accordance with the confidentiality obligations set forth herein any Confidential Information constituting trade secrets for such longer time as such information constitutes a trade secret of the Company or any of its subsidiaries
under applicable law; and provided further that any liability for breach of this letter agreement prior to such termination shall survive such termination"
9,"The Company and each of the Investors each acknowledge and agree that money damages would not be a sufficient remedy for
any breach (or threatened breach) of this Agreement by it and that, in the event of any breach or threatened breach hereof, (a) the non-breaching party will be entitled to seek injunctive and other equitable relief, without proof of actual
damages; (b) the breaching party will not plead in defense thereto that there would be an adequate remedy at law; and (c) the breaching party agrees to waive any applicable right or requirement that a bond be posted by the non-breaching
party. Such remedies will not be the exclusive remedies for a breach of this Agreement, but will be in addition to all other remedies available at law or in equity"
9,"This Agreement shall be binding upon and inure to the benefit of the parties and their respective successors and
permitted assigns. No party may assign or otherwise transfer either this Agreement or any of its rights, interests, or obligations hereunder without the prior written approval of the other party. Any purported transfer requiring consent without such
consent shall be void"
200,"This Agreement and the rights and obligations herein may not be assigned or otherwise transferred, in whole or in part, by you without the express written consent of the Company.  This Agreement, however, shall be binding on successors of the parties to this Agreement."
1815,The recipient shall not disclose or use any confidential information for any purpose other than as specifically authorized under this agreement and shall not use such information to compete with the disclosing party or to develop similar products or services in the field of medical equipment in China.
122,"ASSIGNMENT  9.1.     The
Parties may assign and transfer, in whole or in part, this Agreement, upon prior written communication of the other Party, and in cases of corporate restructuring of any of the Parties, within the modalities set forth in the applicable corporate
legislation, and the succeeding entity is subrogated in all rights and obligations assumed in this Agreement"
208,"This Agreement shall be binding upon and inure to the benefit of the
Parties hereto and their successors and assigns.  This Agreement shall not be
assigned (whether by operation of law or otherwise) without the prior written
consent of all Parties.  The Parties agree to cause all their respective
subsidiaries to abide by the terms of this Agreement."
1717,"The parties shall strive to settle any dispute arising from the interpretation or performance in connection with this Agreement through friendly consultation. In case no settlement can be reached through consultation within thirty (30) days after such dispute is raised, each party can submit such matter to China International Economic and Trade Arbitration Commission (the ""CIETAC"") in accordance with its rules. Arbitration shall take place in Beijing and the proceedings shall be conducted in Chinese. Any resulting arbitration award shall be final conclusive and binding upon both parties"
1791,The recipient shall not hire or employ any of the disclosing party's employees for a period of 2 years following the termination of this agreement.
50,"CONFIDENTIALITY AGREEMENT


This Confidentiality Agreement (this ""Agreement"") is entered into this 25th day
of June 1997, by and between Xxxxxxxx Wireless, Inc., whose principal place
of business is located at Tulsa Union Depot, 000 Xxxx Xxxxx Xxxxxx, Xxxxx,
Xxxxxxxx 00000, and World Wireless Communications, Inc., whose principal place
of business is located at 000 Xxxxxx Xxxxxxxx Xxxxx, Xxxx Xxxx Xxxx, Xxxx 00000"
50,"I    In connection with discussions and negotiations between the parties
     retarding the one or more proposed transactions or business relations
     between the parties (hereinafter ""Subject Matter""), each party in
     possession of certain information (""Disclosing Party"") may wish to disclose
     certain of its confidential or proprietary information (hereinafter
     ""Information"") to the other party (""Receiving Party"") on a confidential
     basis. ""Information"" includes inforination furnished in a tangible form,
     as well as information transferred orally, visually, electronically or by
     any other means. All Information deemed to be confidential or proprietary
     by the Disclosing Party shall be so marked by the Disclosing Party (if
     provided in written form), or otherwise clearly identified (if provided in
     oral or other means), in a manner to indicate that it is considered
     proprietary or confidential by the Disclosing Party"
50,"In addition, this
     Agreement and its terms, and the fact and substance of discussions between
     the parties concerning the Subject Matter, shall be deemed to be
     Confidential Information"
50,"The Receiving Party, its employees, and employees of its affiliated
     companies shall (a) hold the Information in secrecy and confidence; (b)
     restrict disclosure of the Information solely to its directors, officers
     and employees, affiliates and/or professional advisors/consultants
     (including attorneys and accountants), all with a need to know, and shall
     not disclose it to any other person unless it has obtained the prior
     written consent of the Disclosing Party; (c) advise those persons to whom
     the Information was disclosed of their obligations with respect to the
     Information; and (d) use the Information only in connection with the
     Subject Matter and continuing correspondence and discussions by the parties
     pertaining thereto"
50,"Upon termination of discussions regarding the Subject Matter, the Receiving
     Party shall return to the Disclosing Party all Information received in
     tangible form, or, at the Disclosing Party's direction, destroy all such
     Information and any copies thereof"
50,"This Agreement shall be governed by and construed in accordance with the
     laws of the State of Oklahoma, without regard to their conflict of laws
     provisions"
50,"The confidentiality obligations and use restrictions under this Agreement
     shall remain in effect for a period of two (2) years from the date hereof
     and shall then terminate"
50,"Assignment. WWC shall not assign this Agreement or its rights or
    obligations herein without the prior written consent of WWI."
50,"This Confidentiality Agreement (this ""Agreement"") is entered into this 25th day
of June 1997, by and between Xxxxxxxx Wireless, Inc., whose principal place
of business is located at Tulsa Union Depot, 000 Xxxx Xxxxx Xxxxxx, Xxxxx,
Xxxxxxxx 00000, and World Wireless Communications, Inc., whose principal place
of business is located at 000 Xxxxxx Xxxxxxxx Xxxxx, Xxxx Xxxx Xxxx, Xxxx 00000"
188,"This Agreement and the rights and obligations under this Agreement may be assigned upon prior written approval
of the other party, which shall not be unreasonably withheld. The rights and obligations of the parties will inure to the benefit of, will be binding upon and will be enforceable by the parties and their lawful successors and permitted assigns."
180,"The provisions of this letter agreement shall inure to the benefit of and be binding upon the
parties hereto and their successors and permitted assigns, including any successors of substantially all of the assets or business of a party, whether by merger, consolidation, purchase of assets, purchase of stock or otherwise. Except as set forth
in the immediately preceding sentence, neither party may assign this letter agreement withOut the prior written consent of the other party."
1900,"Any disputes arising out of or related to this Agreement shall be resolved exclusively through binding arbitration with a single arbitrator in Hong Kong, in accordance with the rules of the Hong Kong International Arbitration Centre. The arbitration shall be conducted in the English language and the arbitrator's decision shall be final and binding on the parties. The parties shall each pay their own costs and expenses associated with the arbitration"
41,"Confidentiality
Agreement
 
Party
A: China Ruidong Sports Technology Development Limited
 
Party
B: Huizhong Business Consultant (Beijing) Co., Ltd"
41,"Whereas:
Party A and Party B arediscussing the joint development plan and Party A needs to obtain Party B’s relevant business data
and information sobased on the principle of mutual beneficiality and joint development, both parties sign the Confidentiality
Agreement (the “Agreement”"
41,"I Definition of confidential data
 
Confidential
data are data and information in written or other forms of relevant business that are clearly marked or indicated confidential
data disclosed by Party B to Party A (the “confidential data”"
41,"The following materials and information are excluded
from confidential data:
 
(I)
Data that have been or are about to be made public, excluding the data disclosed by Party B or its representative in violation
of the provision hereof and without authorization;
 
(II)
Non-confidential data that Party A has known before Party B discloses it to Party A;
 
(III)
Non-confidential data provided by Party B and Party A does not know the data provider (a third party) has entered a binding non-disclosure
agreement with Party A before disclosing it and has reasons to think that such data provider is allowed to provide the data to
other parties"
