text,firstCharEnt1,firstCharEnt2,lastCharEnt1,lastCharEnt2,chunk1,chunk2,label1,label2,rel,direction
"Exhibit 10.6

OPERATIONS AND MAINTENANCE AGREEMENT

Between

Piñon Gathering Company, LLC

And

SandRidge Midstream, Inc.













TABLE OF CONTENTS

i

              PAGE ARTICLE I DEFINITIONS     1   ARTICLE II ENGAGEMENT OF OPERATOR     6   2.1 Engagement     6   2.2 Independent Contractor     6   2.3 Owner Cooperation     6   ARTICLE III TERM; RESIGNATION OR REMOVAL OF OPERATOR     7   3.1 Term     7   3.2 Owner Default     7   3.3 Operator Default     7   3.4 Cooperation with Owner or Successor Operator     8   3.5 Effect of Termination     8   3.6 No Breach     8   ARTICLE IV DUTIES AS OPERATOR     9   4.1 Duties as Operator     9   4.1.1 Operation and Maintenance of the Gathering System     9   4.1.2 Purchase of Material and Supplies     9   4.1.3 Personnel     9   4.1.4 Payment of Operating Expenses     9   4.1.5 Proposed Operating Expense Budget     10   4.1.6 Capital Projects     10   4.1.7 Emergencies     11   4.1.8 Reporting By Operator     11   4.1.9 Commercial Activities     12   4.1.10 Regulatory Affairs     12   4.1.11 Devotion of Time     12   4.2 Standard of Care     12   4.3 Limitation of Authority     13   4.3.1 Binding Owner     13   4.3.2 Asset Sales     13   4.3.3 Material Alteration of Owner's Business     13   4.3.4 Debt 13         ARTICLE V COST REIMBURSEMENT     13   5.1 Responsibility for Costs and Expenses     13   5.2 Procedure     13







TABLE OF CONTENTS

ii

              PAGE 5.2.1 Invoicing and Payment     13   5.2.2 Disputes     14   5.3 Setoff     14   ARTICLE VI ACCOUNTING; REPORTS; RECORDS     14   6.1 Accounting Methods     14   6.2 Financial Statements     14   6.3 Accounting and Taxation     15   6.3.1 Maintenance of Accounts     15   6.3.2 Preparation of Tax Returns     15   6.3.3 Owner to Supply Information     16   6.4 Banking     16   6.5 Independent Audits     16   6.6 Credit Inquiries     17   ARTICLE VII FORCE MAJEURE     18   7.1 Procedure     18   7.2 Strikes     18   ARTICLE VIII INSURANCE AND INDEMNIFICATION     18   8.1 Operator Insurance     18   8.2 Contractors     19   8.3 Notice of Claims     20   8.4 Mutual Release and Indemnification     20   8.4.1 Owner's Indemnification     20   8.4.2 Operator's Indemnification     20   ARTICLE IX GENERAL PROVISIONS     21   9.1 Notices     21   9.2 Rights     21   9.3 Applicable Laws     22   9.4 Rules of Construction     22   9.5 Governing Law     22   9.6 Dispute Resolution     22   9.6.1 Negotiation     22   9.6.2 Jurisdiction and Venue     22   9.6.3 Jury Waiver     23   9.6.4 Costs and Expenses     23   9.7 Limitation of Liability     23







TABLE OF CONTENTS

EXHIBITS:

     EXHIBIT A — DUTIES AND RESPONSIBILITIES OF OPERATOR

     EXHIBIT B — FORM OF MONTHLY OPERATING AND FINANCIAL REPORT

iii

              PAGE 9.8 Entirety of Agreement, Amendments     23   9.9 Waivers     24   9.10 Exhibits     24   9.11 Headings     24   9.12 Assignment     24   9.13 Rights and Remedies     24   9.14 Counterparts     24   9.15 No Third Party Beneficiary     24   9.16 Further Assurances     25







OPERATIONS AND MAINTENANCE AGREEMENT

     This OPERATIONS AND MAINTENANCE AGREEMENT dated June 30, 2009 (the ""Effective Date""), is made and entered into by and between  Piñon Gathering Company, LLC, a Delaware limited liability company (""Owner""), with offices at 333 Clay Street, Suite 4150, Houston, Texas 77002,  and SandRidge Midstream, Inc., a Texas corporation (""Operator""), with offices at 123 Robert S. ",14,96,50,120,OPERATIONS AND MAINTENANCE AGREEMENT,"SandRidge Midstream, Inc",DOC,PARTY,signed_by,1
"Exhibit 10.6

OPERATIONS AND MAINTENANCE AGREEMENT

Between

Piñon Gathering Company, LLC

And

SandRidge Midstream, Inc.













TABLE OF CONTENTS

i

              PAGE ARTICLE I DEFINITIONS     1   ARTICLE II ENGAGEMENT OF OPERATOR     6   2.1 Engagement     6   2.2 Independent Contractor     6   2.3 Owner Cooperation     6   ARTICLE III TERM; RESIGNATION OR REMOVAL OF OPERATOR     7   3.1 Term     7   3.2 Owner Default     7   3.3 Operator Default     7   3.4 Cooperation with Owner or Successor Operator     8   3.5 Effect of Termination     8   3.6 No Breach     8   ARTICLE IV DUTIES AS OPERATOR     9   4.1 Duties as Operator     9   4.1.1 Operation and Maintenance of the Gathering System     9   4.1.2 Purchase of Material and Supplies     9   4.1.3 Personnel     9   4.1.4 Payment of Operating Expenses     9   4.1.5 Proposed Operating Expense Budget     10   4.1.6 Capital Projects     10   4.1.7 Emergencies     11   4.1.8 Reporting By Operator     11   4.1.9 Commercial Activities     12   4.1.10 Regulatory Affairs     12   4.1.11 Devotion of Time     12   4.2 Standard of Care     12   4.3 Limitation of Authority     13   4.3.1 Binding Owner     13   4.3.2 Asset Sales     13   4.3.3 Material Alteration of Owner's Business     13   4.3.4 Debt 13         ARTICLE V COST REIMBURSEMENT     13   5.1 Responsibility for Costs and Expenses     13   5.2 Procedure     13







TABLE OF CONTENTS

ii

              PAGE 5.2.1 Invoicing and Payment     13   5.2.2 Disputes     14   5.3 Setoff     14   ARTICLE VI ACCOUNTING; REPORTS; RECORDS     14   6.1 Accounting Methods     14   6.2 Financial Statements     14   6.3 Accounting and Taxation     15   6.3.1 Maintenance of Accounts     15   6.3.2 Preparation of Tax Returns     15   6.3.3 Owner to Supply Information     16   6.4 Banking     16   6.5 Independent Audits     16   6.6 Credit Inquiries     17   ARTICLE VII FORCE MAJEURE     18   7.1 Procedure     18   7.2 Strikes     18   ARTICLE VIII INSURANCE AND INDEMNIFICATION     18   8.1 Operator Insurance     18   8.2 Contractors     19   8.3 Notice of Claims     20   8.4 Mutual Release and Indemnification     20   8.4.1 Owner's Indemnification     20   8.4.2 Operator's Indemnification     20   ARTICLE IX GENERAL PROVISIONS     21   9.1 Notices     21   9.2 Rights     21   9.3 Applicable Laws     22   9.4 Rules of Construction     22   9.5 Governing Law     22   9.6 Dispute Resolution     22   9.6.1 Negotiation     22   9.6.2 Jurisdiction and Venue     22   9.6.3 Jury Waiver     23   9.6.4 Costs and Expenses     23   9.7 Limitation of Liability     23







TABLE OF CONTENTS

EXHIBITS:

     EXHIBIT A — DUTIES AND RESPONSIBILITIES OF OPERATOR

     EXHIBIT B — FORM OF MONTHLY OPERATING AND FINANCIAL REPORT

iii

              PAGE 9.8 Entirety of Agreement, Amendments     23   9.9 Waivers     24   9.10 Exhibits     24   9.11 Headings     24   9.12 Assignment     24   9.13 Rights and Remedies     24   9.14 Counterparts     24   9.15 No Third Party Beneficiary     24   9.16 Further Assurances     25







OPERATIONS AND MAINTENANCE AGREEMENT

     This OPERATIONS AND MAINTENANCE AGREEMENT dated June 30, 2009 (the ""Effective Date""), is made and entered into by and between  Piñon Gathering Company, LLC, a Delaware limited liability company (""Owner""), with offices at 333 Clay Street, Suite 4150, Houston, Texas 77002,  and SandRidge Midstream, Inc., a Texas corporation (""Operator""), with offices at 123 Robert S. ",3102,3145,3138,3158,OPERATIONS AND MAINTENANCE AGREEMENT,"June 30, 2009",DOC,EFFDATE,dated_as,1
"Exhibit 10.6

OPERATIONS AND MAINTENANCE AGREEMENT

Between

Piñon Gathering Company, LLC

And

SandRidge Midstream, Inc.













TABLE OF CONTENTS

i

              PAGE ARTICLE I DEFINITIONS     1   ARTICLE II ENGAGEMENT OF OPERATOR     6   2.1 Engagement     6   2.2 Independent Contractor     6   2.3 Owner Cooperation     6   ARTICLE III TERM; RESIGNATION OR REMOVAL OF OPERATOR     7   3.1 Term     7   3.2 Owner Default     7   3.3 Operator Default     7   3.4 Cooperation with Owner or Successor Operator     8   3.5 Effect of Termination     8   3.6 No Breach     8   ARTICLE IV DUTIES AS OPERATOR     9   4.1 Duties as Operator     9   4.1.1 Operation and Maintenance of the Gathering System     9   4.1.2 Purchase of Material and Supplies     9   4.1.3 Personnel     9   4.1.4 Payment of Operating Expenses     9   4.1.5 Proposed Operating Expense Budget     10   4.1.6 Capital Projects     10   4.1.7 Emergencies     11   4.1.8 Reporting By Operator     11   4.1.9 Commercial Activities     12   4.1.10 Regulatory Affairs     12   4.1.11 Devotion of Time     12   4.2 Standard of Care     12   4.3 Limitation of Authority     13   4.3.1 Binding Owner     13   4.3.2 Asset Sales     13   4.3.3 Material Alteration of Owner's Business     13   4.3.4 Debt 13         ARTICLE V COST REIMBURSEMENT     13   5.1 Responsibility for Costs and Expenses     13   5.2 Procedure     13







TABLE OF CONTENTS

ii

              PAGE 5.2.1 Invoicing and Payment     13   5.2.2 Disputes     14   5.3 Setoff     14   ARTICLE VI ACCOUNTING; REPORTS; RECORDS     14   6.1 Accounting Methods     14   6.2 Financial Statements     14   6.3 Accounting and Taxation     15   6.3.1 Maintenance of Accounts     15   6.3.2 Preparation of Tax Returns     15   6.3.3 Owner to Supply Information     16   6.4 Banking     16   6.5 Independent Audits     16   6.6 Credit Inquiries     17   ARTICLE VII FORCE MAJEURE     18   7.1 Procedure     18   7.2 Strikes     18   ARTICLE VIII INSURANCE AND INDEMNIFICATION     18   8.1 Operator Insurance     18   8.2 Contractors     19   8.3 Notice of Claims     20   8.4 Mutual Release and Indemnification     20   8.4.1 Owner's Indemnification     20   8.4.2 Operator's Indemnification     20   ARTICLE IX GENERAL PROVISIONS     21   9.1 Notices     21   9.2 Rights     21   9.3 Applicable Laws     22   9.4 Rules of Construction     22   9.5 Governing Law     22   9.6 Dispute Resolution     22   9.6.1 Negotiation     22   9.6.2 Jurisdiction and Venue     22   9.6.3 Jury Waiver     23   9.6.4 Costs and Expenses     23   9.7 Limitation of Liability     23







TABLE OF CONTENTS

EXHIBITS:

     EXHIBIT A — DUTIES AND RESPONSIBILITIES OF OPERATOR

     EXHIBIT B — FORM OF MONTHLY OPERATING AND FINANCIAL REPORT

iii

              PAGE 9.8 Entirety of Agreement, Amendments     23   9.9 Waivers     24   9.10 Exhibits     24   9.11 Headings     24   9.12 Assignment     24   9.13 Rights and Remedies     24   9.14 Counterparts     24   9.15 No Third Party Beneficiary     24   9.16 Further Assurances     25







OPERATIONS AND MAINTENANCE AGREEMENT

     This OPERATIONS AND MAINTENANCE AGREEMENT dated June 30, 2009 (the ""Effective Date""), is made and entered into by and between  Piñon Gathering Company, LLC, a Delaware limited liability company (""Owner""), with offices at 333 Clay Street, Suite 4150, Houston, Texas 77002,  and SandRidge Midstream, Inc., a Texas corporation (""Operator""), with offices at 123 Robert S. ",3102,3224,3138,3252,OPERATIONS AND MAINTENANCE AGREEMENT,"Piñon Gathering Company, LLC",DOC,PARTY,signed_by,1
"Exhibit 10.6

OPERATIONS AND MAINTENANCE AGREEMENT

Between

Piñon Gathering Company, LLC

And

SandRidge Midstream, Inc.













TABLE OF CONTENTS

i

              PAGE ARTICLE I DEFINITIONS     1   ARTICLE II ENGAGEMENT OF OPERATOR     6   2.1 Engagement     6   2.2 Independent Contractor     6   2.3 Owner Cooperation     6   ARTICLE III TERM; RESIGNATION OR REMOVAL OF OPERATOR     7   3.1 Term     7   3.2 Owner Default     7   3.3 Operator Default     7   3.4 Cooperation with Owner or Successor Operator     8   3.5 Effect of Termination     8   3.6 No Breach     8   ARTICLE IV DUTIES AS OPERATOR     9   4.1 Duties as Operator     9   4.1.1 Operation and Maintenance of the Gathering System     9   4.1.2 Purchase of Material and Supplies     9   4.1.3 Personnel     9   4.1.4 Payment of Operating Expenses     9   4.1.5 Proposed Operating Expense Budget     10   4.1.6 Capital Projects     10   4.1.7 Emergencies     11   4.1.8 Reporting By Operator     11   4.1.9 Commercial Activities     12   4.1.10 Regulatory Affairs     12   4.1.11 Devotion of Time     12   4.2 Standard of Care     12   4.3 Limitation of Authority     13   4.3.1 Binding Owner     13   4.3.2 Asset Sales     13   4.3.3 Material Alteration of Owner's Business     13   4.3.4 Debt 13         ARTICLE V COST REIMBURSEMENT     13   5.1 Responsibility for Costs and Expenses     13   5.2 Procedure     13







TABLE OF CONTENTS

ii

              PAGE 5.2.1 Invoicing and Payment     13   5.2.2 Disputes     14   5.3 Setoff     14   ARTICLE VI ACCOUNTING; REPORTS; RECORDS     14   6.1 Accounting Methods     14   6.2 Financial Statements     14   6.3 Accounting and Taxation     15   6.3.1 Maintenance of Accounts     15   6.3.2 Preparation of Tax Returns     15   6.3.3 Owner to Supply Information     16   6.4 Banking     16   6.5 Independent Audits     16   6.6 Credit Inquiries     17   ARTICLE VII FORCE MAJEURE     18   7.1 Procedure     18   7.2 Strikes     18   ARTICLE VIII INSURANCE AND INDEMNIFICATION     18   8.1 Operator Insurance     18   8.2 Contractors     19   8.3 Notice of Claims     20   8.4 Mutual Release and Indemnification     20   8.4.1 Owner's Indemnification     20   8.4.2 Operator's Indemnification     20   ARTICLE IX GENERAL PROVISIONS     21   9.1 Notices     21   9.2 Rights     21   9.3 Applicable Laws     22   9.4 Rules of Construction     22   9.5 Governing Law     22   9.6 Dispute Resolution     22   9.6.1 Negotiation     22   9.6.2 Jurisdiction and Venue     22   9.6.3 Jury Waiver     23   9.6.4 Costs and Expenses     23   9.7 Limitation of Liability     23







TABLE OF CONTENTS

EXHIBITS:

     EXHIBIT A — DUTIES AND RESPONSIBILITIES OF OPERATOR

     EXHIBIT B — FORM OF MONTHLY OPERATING AND FINANCIAL REPORT

iii

              PAGE 9.8 Entirety of Agreement, Amendments     23   9.9 Waivers     24   9.10 Exhibits     24   9.11 Headings     24   9.12 Assignment     24   9.13 Rights and Remedies     24   9.14 Counterparts     24   9.15 No Third Party Beneficiary     24   9.16 Further Assurances     25







OPERATIONS AND MAINTENANCE AGREEMENT

     This OPERATIONS AND MAINTENANCE AGREEMENT dated June 30, 2009 (the ""Effective Date""), is made and entered into by and between  Piñon Gathering Company, LLC, a Delaware limited liability company (""Owner""), with offices at 333 Clay Street, Suite 4150, Houston, Texas 77002,  and SandRidge Midstream, Inc., a Texas corporation (""Operator""), with offices at 123 Robert S. ",3102,3374,3138,3398,OPERATIONS AND MAINTENANCE AGREEMENT,"SandRidge Midstream, Inc",DOC,PARTY,signed_by,1
"Exhibit 4(b)(ii).3

                                                                    [LOGO] sicap

                        Maintenance and support contract                               for SICAP(R) modules                                 PPB, VCA and OTA

                              dated 10 October 2000

    This contract replaces in full the Annex 7 ""Maintenance and Support for         SICAP(R) modules PPB, VCA and OTA and Sun Hardware"" which was an            integral part of the original Swisscom PURCHASE & LICENSE                    CONTRACT, made effective on 06 April 1998.

concluded between:                                                      EuroTel

 Bratislava a.s., Stefanikova 17, PO Box 54, 838 01 Bratislava 38, Slovakia and           Sicap Ltd, Bernstrasse 34, 3072 Ostermundigen, Switzerland.

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

                                Table of contents

1   INTRODUCTION                                                               4

  1.1 Standard service                                                         4

  1.2 Over all responsibilities                                                4

  1.3 Additional service on request (as per clause 5)                          5

2   PROCEDURES FOR SUPPORT                                                     5

  2.1 Hotline ISC SICAP(R)(Case of incidents)                                  5

  2.2 Procedures for incidents                                                 5

  2.3 Main flowchart                                                           6

3   RESPONSE TIME                                                              8

  3.1 Response time for hotline                                                8     3.1.1 Working hours at Sicap Ltd                                           8

  3.2 Emergency priority                                                       8

4   CHANGE MANAGEMENT                                                          9

  4.1 Responsibilities                                                         9

  4.2 Procedures                                                               9

5   ADDITIONAL SUPPORT                                                         9

  5.1 Remote support outside working hours                                    10

  5.2 On-site support                                                         10

6   PRICING                                                                   10

  6.1 Pricing for standard service                                            10

  6.2 Pricing for additional support                                          11

7   GENERAL TERMS AND CONDITIONS FOR MAINTENANCE AND SUPPORT                  12

  7.1 Introduction                                                            12

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

  7.2 Definitions                                                             12

  7.3 Remuneration                                                            13     7.3.1 Prices                                                              13     7.3.2 Price adjustments                                                   13     7.3.3 Costs and expenses                                                  13

  7.4 Co-operation by EuroTel                                                 14

  7.5 Term and termination                                                    14

  7.6 Liability                                                               15





  7.7 Assignment                                                              15

  7.8 Changes to the contract                                                 15

  7.9 Counterparts                                                            16

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

1     Introduction

      Sicap Ltd provides to EuroTel a standard service for the SICAP(R) PPB, VCA       and OTA modules.

      EuroTel can also request additional support which is not part of the       offered standard support and is subject to a separate quotation and       ordering procedure as described in Article 5.

1.1   Standard service

      The following services are included for the SICAP(R) PPB, VCA and OTA       modules

      o     HotLine support (resolving of incidents)

      o     20 hours telephone support (during office hours) per month. ",503,578,557,591,Swisscom PURCHASE & LICENSE                    CONTRAC,06 April 1998,DOC,EFFDATE,dated_as,1
"Exhibit 4(b)(ii).3

                                                                    [LOGO] sicap

                        Maintenance and support contract                               for SICAP(R) modules                                 PPB, VCA and OTA

                              dated 10 October 2000

    This contract replaces in full the Annex 7 ""Maintenance and Support for         SICAP(R) modules PPB, VCA and OTA and Sun Hardware"" which was an            integral part of the original Swisscom PURCHASE & LICENSE                    CONTRACT, made effective on 06 April 1998.

concluded between:                                                      EuroTel

 Bratislava a.s., Stefanikova 17, PO Box 54, 838 01 Bratislava 38, Slovakia and           Sicap Ltd, Bernstrasse 34, 3072 Ostermundigen, Switzerland.

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

                                Table of contents

1   INTRODUCTION                                                               4

  1.1 Standard service                                                         4

  1.2 Over all responsibilities                                                4

  1.3 Additional service on request (as per clause 5)                          5

2   PROCEDURES FOR SUPPORT                                                     5

  2.1 Hotline ISC SICAP(R)(Case of incidents)                                  5

  2.2 Procedures for incidents                                                 5

  2.3 Main flowchart                                                           6

3   RESPONSE TIME                                                              8

  3.1 Response time for hotline                                                8     3.1.1 Working hours at Sicap Ltd                                           8

  3.2 Emergency priority                                                       8

4   CHANGE MANAGEMENT                                                          9

  4.1 Responsibilities                                                         9

  4.2 Procedures                                                               9

5   ADDITIONAL SUPPORT                                                         9

  5.1 Remote support outside working hours                                    10

  5.2 On-site support                                                         10

6   PRICING                                                                   10

  6.1 Pricing for standard service                                            10

  6.2 Pricing for additional support                                          11

7   GENERAL TERMS AND CONDITIONS FOR MAINTENANCE AND SUPPORT                  12

  7.1 Introduction                                                            12

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

  7.2 Definitions                                                             12

  7.3 Remuneration                                                            13     7.3.1 Prices                                                              13     7.3.2 Price adjustments                                                   13     7.3.3 Costs and expenses                                                  13

  7.4 Co-operation by EuroTel                                                 14

  7.5 Term and termination                                                    14

  7.6 Liability                                                               15





  7.7 Assignment                                                              15

  7.8 Changes to the contract                                                 15

  7.9 Counterparts                                                            16

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

1     Introduction

      Sicap Ltd provides to EuroTel a standard service for the SICAP(R) PPB, VCA       and OTA modules.

      EuroTel can also request additional support which is not part of the       offered standard support and is subject to a separate quotation and       ordering procedure as described in Article 5.

1.1   Standard service

      The following services are included for the SICAP(R) PPB, VCA and OTA       modules

      o     HotLine support (resolving of incidents)

      o     20 hours telephone support (during office hours) per month. ",503,666,557,673,Swisscom PURCHASE & LICENSE                    CONTRAC,EuroTel,DOC,PARTY,signed_by,1
"Exhibit 4(b)(ii).3

                                                                    [LOGO] sicap

                        Maintenance and support contract                               for SICAP(R) modules                                 PPB, VCA and OTA

                              dated 10 October 2000

    This contract replaces in full the Annex 7 ""Maintenance and Support for         SICAP(R) modules PPB, VCA and OTA and Sun Hardware"" which was an            integral part of the original Swisscom PURCHASE & LICENSE                    CONTRACT, made effective on 06 April 1998.

concluded between:                                                      EuroTel

 Bratislava a.s., Stefanikova 17, PO Box 54, 838 01 Bratislava 38, Slovakia and           Sicap Ltd, Bernstrasse 34, 3072 Ostermundigen, Switzerland.

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

                                Table of contents

1   INTRODUCTION                                                               4

  1.1 Standard service                                                         4

  1.2 Over all responsibilities                                                4

  1.3 Additional service on request (as per clause 5)                          5

2   PROCEDURES FOR SUPPORT                                                     5

  2.1 Hotline ISC SICAP(R)(Case of incidents)                                  5

  2.2 Procedures for incidents                                                 5

  2.3 Main flowchart                                                           6

3   RESPONSE TIME                                                              8

  3.1 Response time for hotline                                                8     3.1.1 Working hours at Sicap Ltd                                           8

  3.2 Emergency priority                                                       8

4   CHANGE MANAGEMENT                                                          9

  4.1 Responsibilities                                                         9

  4.2 Procedures                                                               9

5   ADDITIONAL SUPPORT                                                         9

  5.1 Remote support outside working hours                                    10

  5.2 On-site support                                                         10

6   PRICING                                                                   10

  6.1 Pricing for standard service                                            10

  6.2 Pricing for additional support                                          11

7   GENERAL TERMS AND CONDITIONS FOR MAINTENANCE AND SUPPORT                  12

  7.1 Introduction                                                            12

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

  7.2 Definitions                                                             12

  7.3 Remuneration                                                            13     7.3.1 Prices                                                              13     7.3.2 Price adjustments                                                   13     7.3.3 Costs and expenses                                                  13

  7.4 Co-operation by EuroTel                                                 14

  7.5 Term and termination                                                    14

  7.6 Liability                                                               15





  7.7 Assignment                                                              15

  7.8 Changes to the contract                                                 15

  7.9 Counterparts                                                            16

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

1     Introduction

      Sicap Ltd provides to EuroTel a standard service for the SICAP(R) PPB, VCA       and OTA modules.

      EuroTel can also request additional support which is not part of the       offered standard support and is subject to a separate quotation and       ordering procedure as described in Article 5.

1.1   Standard service

      The following services are included for the SICAP(R) PPB, VCA and OTA       modules

      o     HotLine support (resolving of incidents)

      o     20 hours telephone support (during office hours) per month. ",126,296,158,311,Maintenance and support contract,10 October 2000,DOC,EFFDATE,dated_as,1
"Exhibit 4(b)(ii).3

                                                                    [LOGO] sicap

                        Maintenance and support contract                               for SICAP(R) modules                                 PPB, VCA and OTA

                              dated 10 October 2000

    This contract replaces in full the Annex 7 ""Maintenance and Support for         SICAP(R) modules PPB, VCA and OTA and Sun Hardware"" which was an            integral part of the original Swisscom PURCHASE & LICENSE                    CONTRACT, made effective on 06 April 1998.

concluded between:                                                      EuroTel

 Bratislava a.s., Stefanikova 17, PO Box 54, 838 01 Bratislava 38, Slovakia and           Sicap Ltd, Bernstrasse 34, 3072 Ostermundigen, Switzerland.

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

                                Table of contents

1   INTRODUCTION                                                               4

  1.1 Standard service                                                         4

  1.2 Over all responsibilities                                                4

  1.3 Additional service on request (as per clause 5)                          5

2   PROCEDURES FOR SUPPORT                                                     5

  2.1 Hotline ISC SICAP(R)(Case of incidents)                                  5

  2.2 Procedures for incidents                                                 5

  2.3 Main flowchart                                                           6

3   RESPONSE TIME                                                              8

  3.1 Response time for hotline                                                8     3.1.1 Working hours at Sicap Ltd                                           8

  3.2 Emergency priority                                                       8

4   CHANGE MANAGEMENT                                                          9

  4.1 Responsibilities                                                         9

  4.2 Procedures                                                               9

5   ADDITIONAL SUPPORT                                                         9

  5.1 Remote support outside working hours                                    10

  5.2 On-site support                                                         10

6   PRICING                                                                   10

  6.1 Pricing for standard service                                            10

  6.2 Pricing for additional support                                          11

7   GENERAL TERMS AND CONDITIONS FOR MAINTENANCE AND SUPPORT                  12

  7.1 Introduction                                                            12

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

  7.2 Definitions                                                             12

  7.3 Remuneration                                                            13     7.3.1 Prices                                                              13     7.3.2 Price adjustments                                                   13     7.3.3 Costs and expenses                                                  13

  7.4 Co-operation by EuroTel                                                 14

  7.5 Term and termination                                                    14

  7.6 Liability                                                               15





  7.7 Assignment                                                              15

  7.8 Changes to the contract                                                 15

  7.9 Counterparts                                                            16

                                                                    [LOGO] sicap

M&S contract --------------------------------------------------------------------------------

1     Introduction

      Sicap Ltd provides to EuroTel a standard service for the SICAP(R) PPB, VCA       and OTA modules.

      EuroTel can also request additional support which is not part of the       offered standard support and is subject to a separate quotation and       ordering procedure as described in Article 5.

1.1   Standard service

      The following services are included for the SICAP(R) PPB, VCA and OTA       modules

      o     HotLine support (resolving of incidents)

      o     20 hours telephone support (during office hours) per month. ",126,193,158,200,Maintenance and support contract,SICAP(R,DOC,PARTY,signed_by,1
"Exhibit 10.7

CONSULTING AGREEMENT

Aduro Biotech, Inc., with a place of business at 740 Heinz Avenue, Berkeley, CA 94710 (""Aduro"") and IREYA B.V having an address at Staalwijkstraat 16, 2313 XR Leiden, the Netherlands, represented by Andrea van Elsas, (""Consultant"") agree to all terms and conditions of this Consulting Agreement (""Agreement"") dated June 1, 2020, effective as of July 1, 2020 (""Effective Date"").

1. ",14,36,34,53,CONSULTING AGREEMENT,"Aduro Biotech, In",DOC,PARTY,signed_by,1
"Exhibit 10.7

CONSULTING AGREEMENT

Aduro Biotech, Inc., with a place of business at 740 Heinz Avenue, Berkeley, CA 94710 (""Aduro"") and IREYA B.V having an address at Staalwijkstraat 16, 2313 XR Leiden, the Netherlands, represented by Andrea van Elsas, (""Consultant"") agree to all terms and conditions of this Consulting Agreement (""Agreement"") dated June 1, 2020, effective as of July 1, 2020 (""Effective Date"").

1. ",14,136,34,145,CONSULTING AGREEMENT,IREYA B.V,DOC,PARTY,signed_by,1
"Exhibit 10.7

CONSULTING AGREEMENT

Aduro Biotech, Inc., with a place of business at 740 Heinz Avenue, Berkeley, CA 94710 (""Aduro"") and IREYA B.V having an address at Staalwijkstraat 16, 2313 XR Leiden, the Netherlands, represented by Andrea van Elsas, (""Consultant"") agree to all terms and conditions of this Consulting Agreement (""Agreement"") dated June 1, 2020, effective as of July 1, 2020 (""Effective Date"").

1. ",14,381,34,393,CONSULTING AGREEMENT,"July 1, 2020",DOC,EFFDATE,dated_as,1
"Exhibit 10.7

CONSULTING AGREEMENT

Aduro Biotech, Inc., with a place of business at 740 Heinz Avenue, Berkeley, CA 94710 (""Aduro"") and IREYA B.V having an address at Staalwijkstraat 16, 2313 XR Leiden, the Netherlands, represented by Andrea van Elsas, (""Consultant"") agree to all terms and conditions of this Consulting Agreement (""Agreement"") dated June 1, 2020, effective as of July 1, 2020 (""Effective Date"").

1. ",36,124,53,129,"Aduro Biotech, In",Aduro,PARTY,ALIAS,has_alias,1
"Exhibit 10.5   INTELLECTUAL PROPERTY AGREEMENT   This INTELLECTUAL PROPERTY AGREEMENT, dated as of May 14, 2016 (this ""Agreement""), is by and between WestRock Company, a Delaware corporation (""Parent""), and Ingevity Corporation, a Delaware corporation (""SpinCo""). ",54,99,85,111,INTELLECTUAL PROPERTY AGREEMENT,"May 14, 2016",DOC,EFFDATE,dated_as,1
"Exhibit 10.5   INTELLECTUAL PROPERTY AGREEMENT   This INTELLECTUAL PROPERTY AGREEMENT, dated as of May 14, 2016 (this ""Agreement""), is by and between WestRock Company, a Delaware corporation (""Parent""), and Ingevity Corporation, a Delaware corporation (""SpinCo""). ",54,150,85,166,INTELLECTUAL PROPERTY AGREEMENT,WestRock Company,DOC,PARTY,signed_by,1
"Exhibit 10.5   INTELLECTUAL PROPERTY AGREEMENT   This INTELLECTUAL PROPERTY AGREEMENT, dated as of May 14, 2016 (this ""Agreement""), is by and between WestRock Company, a Delaware corporation (""Parent""), and Ingevity Corporation, a Delaware corporation (""SpinCo""). ",54,207,85,227,INTELLECTUAL PROPERTY AGREEMENT,Ingevity Corporation,DOC,PARTY,signed_by,1
"Exhibit 10.5   INTELLECTUAL PROPERTY AGREEMENT   This INTELLECTUAL PROPERTY AGREEMENT, dated as of May 14, 2016 (this ""Agreement""), is by and between WestRock Company, a Delaware corporation (""Parent""), and Ingevity Corporation, a Delaware corporation (""SpinCo""). ",207,254,227,260,Ingevity Corporation,SpinCo,PARTY,ALIAS,has_alias,1
