conceptId,directParentId,topParentId,level,topTerm,topTermAdj,term
39427000,239001006,118234003,6,Finding by site (finding),Finding by site (finding),pachyonychia congenita syndrome ( disorder) 
93676009,363490009,118234003,6,Finding by site (finding),Finding by site (finding),primary malignant neoplasm of anus
250951000,366195000,118234003,6,Finding by site (finding),Finding by site (finding),hypokinetic right ventricular wall ( finding) 
64121000,13200003,118234003,6,Finding by site (finding),Finding by site (finding),peptic ulcer with haemorrhage
16003111000119101,238408000,118234003,6,Finding by site (finding),Finding by site (finding),infection of fingernail of left hand
291801000119104,399233006,118234003,6,Finding by site (finding),Finding by site (finding),lesion of left tibial nerve ( disorder) 
457737009,253427003,118234003,6,Finding by site (finding),Finding by site (finding),thrombosis of right atrioventricular ( not morphologically tricuspid) valve ( disorder) 
398100001,65017003,118234003,6,Finding by site (finding),Finding by site (finding),hereditary motor and sensory neuropathy ( disorder) 
21621000119107,225565007,118234003,6,Finding by site (finding),Finding by site (finding),female perineal pain
445424004,249438001,118234003,6,Finding by site (finding),Finding by site (finding),weakness of vocal cord ( finding) 
275955005,271807003,118234003,6,Finding by site (finding),Finding by site (finding),on examination - allergic rash
237704002,237703008,118234003,6,Finding by site (finding),Finding by site (finding),pituitary fibrosis with midline fibrosis
238858003,74853008,118234003,6,Finding by site (finding),Finding by site (finding),polyfibromatosis syndrome ( disorder) 
254233004,65033000,118234003,6,Finding by site (finding),Finding by site (finding),congenital ringed hair ( disorder) 
334871000119109,414521009,118234003,6,Finding by site (finding),Finding by site (finding),hordeolum internum of right eye ( disorder) 
247120000,366045003,118234003,6,Finding by site (finding),Finding by site (finding),retinal venous loops
102587001,29857009,118234003,6,Finding by site (finding),Finding by site (finding),acute chest pain
725002006,446029009,118234003,6,Finding by site (finding),Finding by site (finding),injury of extracranial vessel of head
459501000124107,302914006,118234003,6,Finding by site (finding),Finding by site (finding),short segment barrett esophagus ( disorder) 
91971005,126850006,118234003,6,Finding by site (finding),Finding by site (finding),benign neoplasm of anal canal
109992005,109993000,118234003,6,Finding by site (finding),Finding by site (finding),polycythaemia vera ( clinical) 
192899004,48522003,118234003,6,Finding by site (finding),Finding by site (finding),myelopathy due to edema of spinal cord ( disorder) 
41368006,128606002,118234003,6,Finding by site (finding),Finding by site (finding),urologic disease
723019006,404625000,118234003,6,Finding by site (finding),Finding by site (finding),acquired malposition of eyelid ( disorder) 
735653001,456181000124104,118234003,6,Finding by site (finding),Finding by site (finding),rupture of both eyes co- occurrent with prolapse of intraocular tissue
32739008,3548001,118234003,6,Finding by site (finding),Finding by site (finding),crutch paralysis ( disorder) 
703231005,190507007,118234003,6,Finding by site (finding),Finding by site (finding),familial hyperaldosteronism ( disorder) 
71215005,235856003,118234003,6,Finding by site (finding),Finding by site (finding),hydrohepatosis
366423005,366405002,118234003,6,Finding by site (finding),Finding by site (finding),finding of range of thoracic spine left rotation ( finding) 
301939004,301938007,118234003,6,Finding by site (finding),Finding by site (finding),pupil constriction
723155001,722659003,118234003,6,Finding by site (finding),Finding by site (finding),injury of spinal cord caused by ionizing radiation following radiotherapy procedure
127008002,126541001,118234003,6,Finding by site (finding),Finding by site (finding),neoplasm of mastoid air cells
278544002,116337000,118234003,6,Finding by site (finding),Finding by site (finding),tooth observation
30811009,13200003,118234003,6,Finding by site (finding),Finding by site (finding),peptic ulceration of esophagus
128352002,15250008,118234003,6,Finding by site (finding),Finding by site (finding),congenital anomaly of cornea
307421005,386211005,118234003,6,Finding by site (finding),Finding by site (finding),periodic syndrome
11406003,10691941000119103,118234003,6,Finding by site (finding),Finding by site (finding),partial thickness burn of nose ( disorder) 
127305005,34663006,118234003,6,Finding by site (finding),Finding by site (finding),brain stem contusion
55197001,1071000119107,118234003,6,Finding by site (finding),Finding by site (finding),dens in dente
164345009,275871006,118234003,6,Finding by site (finding),Finding by site (finding),on examination - vesicles present ( disorder) 
767185006,118935006,118234003,6,Finding by site (finding),Finding by site (finding),ganglion of hip ( disorder) 
770615001,211911007,118234003,6,Finding by site (finding),Finding by site (finding),deep partial thickness burn of skin of finger ( disorder) 
707623008,1071000119107,118234003,6,Finding by site (finding),Finding by site (finding),cementum dysplasia
5202009,110030002,118234003,6,Finding by site (finding),Finding by site (finding),brain injury with open intracranial wound and concussion
199578005,71028008,118234003,6,Finding by site (finding),Finding by site (finding),foetal- maternal haemorrhage with antenatal problem
229811005,116316008,118234003,6,Finding by site (finding),Finding by site (finding),foot callus
50967008,128190004,118234003,6,Finding by site (finding),Finding by site (finding),gangliosidosis
52984008,280136002,118234003,6,Finding by site (finding),Finding by site (finding),injury of common femoral artery ( disorder) 
17761000119109,203987001,118234003,6,Finding by site (finding),Finding by site (finding),high lumbar myelomeningocele ( disorder) 
15648441000119102,10878002,118234003,6,Finding by site (finding),Finding by site (finding),right common carotid artery aneurysm
262814002,235999009,118234003,6,Finding by site (finding),Finding by site (finding),peri- bile duct hematoma
60897004,125668004,118234003,6,Finding by site (finding),Finding by site (finding),"contusion, nose"
766049000,40956001,118234003,6,Finding by site (finding),Finding by site (finding),acute sensory ataxic neuropathy
123557007,298757000,118234003,6,Finding by site (finding),Finding by site (finding),congenital anomaly of scapula
75023009,84757009,118234003,6,Finding by site (finding),Finding by site (finding),traumatic epilepsy
698620007,127298000,118234003,6,Finding by site (finding),Finding by site (finding),closed fracture of base of skull with loss of consciousness ( disorder) 
276856001,127345001,118234003,6,Finding by site (finding),Finding by site (finding),endocrine andrology disorder ( disorder) 
83469008,17346000,118234003,6,Finding by site (finding),Finding by site (finding),hyperinsulinism
268100009,128130001,118234003,6,Finding by site (finding),Finding by site (finding),tendon rupture - wrist
397768002,402689007,118234003,6,Finding by site (finding),Finding by site (finding),cold panniculitis
92300003,126687001,118234003,6,Finding by site (finding),Finding by site (finding),benign tumour of pharyngo- oesophageal junction
370889009,128241005,118234003,7,Finding by site (finding),Finding by site (finding),lymphocytic portal hepatitis ( disorder) 
20509003,210344002,118234003,7,Finding by site (finding),Finding by site (finding),open wound of lip with complication
21409006,302937000,118234003,7,Finding by site (finding),Finding by site (finding),enthesopathy of ankle and/ or tarsus ( disorder) 
253679008,724436003,118234003,7,Finding by site (finding),Finding by site (finding),abdominal aortic coarctation
123562008,128137003,118234003,7,Finding by site (finding),Finding by site (finding),congenital anomaly of fibula ( disorder) 
267812007,13600006,118234003,7,Finding by site (finding),Finding by site (finding),superficial folliculitis ( disorder) 
367671000119108,11251000,118234003,7,Finding by site (finding),Finding by site (finding),hematuria co- occurrent and due to irradiation cystitis ( disorder) 
91962001,387891008,118234003,7,Finding by site (finding),Finding by site (finding),benign neoplasm of acoustic nerve
67321002,240240002,118234003,7,Finding by site (finding),Finding by site (finding),acquired deformity of hip ( disorder) 
345611000119102,15731881000119107,118234003,7,Finding by site (finding),Finding by site (finding),bilateral ischemic optic neuropathy of eyes
95603002,79604008,118234003,7,Finding by site (finding),Finding by site (finding),suppression of secretion of milk
41620007,13499006,118234003,7,Finding by site (finding),Finding by site (finding),congenital anomaly of lacrimal gland ( disorder) 
194734000,194732001,118234003,7,Finding by site (finding),Finding by site (finding),mitral stenosis and aortic insufficiency
403286002,402626003,118234003,7,Finding by site (finding),Finding by site (finding),traumatic onycholysis ( disorder) 
707399006,707402007,118234003,7,Finding by site (finding),Finding by site (finding),primary papillary adenocarcinoma of oropharynx
1088261000119103,1088711000119105,118234003,7,Finding by site (finding),Finding by site (finding),atrophic flaccid left eardrum
778010006,13059002,118234003,7,Finding by site (finding),Finding by site (finding),"skin fragility, wooly hair, palmoplantar keratoderma syndrome"
125645008,125594001,118234003,7,Finding by site (finding),Finding by site (finding),open wound of shoulder region ( disorder) 
737255000,700009007,118234003,7,Finding by site (finding),Finding by site (finding),injury of muscle of pelvis ( disorder) 
1074961000119109,1074661000119103,118234003,7,Finding by site (finding),Finding by site (finding),bilateral arthritis of sternoclavicular joints
56272000,128053003,118234003,7,Finding by site (finding),Finding by site (finding),postpartum deep phlebothrombosis ( disorder) 
299471001,299470000,118234003,7,Finding by site (finding),Finding by site (finding),weakness of foot
663008,200284000,118234003,7,Finding by site (finding),Finding by site (finding),pulmonary embolism following molar and/ or ectopic pregnancy ( disorder) 
186134009,312121001,118234003,7,Finding by site (finding),Finding by site (finding),infection of gastrointestinal tract by salmonella enterica subspecies arizonae ( disorder) 
363507003,126685009,118234003,7,Finding by site (finding),Finding by site (finding),malignant neoplasm of pharynx
697905000,697902002,118234003,7,Finding by site (finding),Finding by site (finding),pulmonary arterial hypertension associated with congenital heart disease
86402005,9826008,118234003,7,Finding by site (finding),Finding by site (finding),follicular conjunctivitis
231954005,75229002,118234003,7,Finding by site (finding),Finding by site (finding),traumatic hyphaema
232122003,232121005,118234003,7,Finding by site (finding),Finding by site (finding),relative afferent pupillary defect ( disorder) 
92572008,126997008,118234003,7,Finding by site (finding),Finding by site (finding),carcinoma in situ of cornea
719163006,1856001,118234003,7,Finding by site (finding),Finding by site (finding),supernumerary nostril
212398005,128345004,118234003,7,Finding by site (finding),Finding by site (finding),closed injury of trachea ( disorder) 
95097008,126607004,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of uncertain behavior of soft tissues of lower limb ( disorder) 
95097008,126607004,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of uncertain behavior of soft tissues of lower limb
699495005,80967001,118234003,7,Finding by site (finding),Finding by site (finding),dental caries class vi
240154002,203429007,118234003,7,Finding by site (finding),Finding by site (finding),idiopathic osteoporosis in pregnancy
126699008,123863008,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of epiglottis
281164004,118932009,118234003,7,Finding by site (finding),Finding by site (finding),foreign body in foot
446897003,14997005,118234003,7,Finding by site (finding),Finding by site (finding),laceration of skin of periocular area
312913006,312999006,118234003,7,Finding by site (finding),Finding by site (finding),macular ischaemia
449099002,253483002,118234003,7,Finding by site (finding),Finding by site (finding),left atrioventricular valvar stenosis in double inlet ventricle
366407005,366406001,118234003,7,Finding by site (finding),Finding by site (finding),active range of thoracic spine flexion - finding
78622004,237786003,118234003,7,Finding by site (finding),Finding by site (finding),inappropriate lactation
10751431000119104,68566005,118234003,7,Finding by site (finding),Finding by site (finding),urinary tract infection due to ectopic pregnancy
195855002,57713008,118234003,7,Finding by site (finding),Finding by site (finding),chorditis vocalis inferior ( disorder) 
40095003,49011004,118234003,7,Finding by site (finding),Finding by site (finding),injury to kidney
95060003,126494007,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of uncertain behavior of skin of eyebrow ( disorder) 
275961008,248858001,118234003,7,Finding by site (finding),Finding by site (finding),on examination - vulva
75138007,87937009,118234003,7,Finding by site (finding),Finding by site (finding),endophlebitis of superior sagittal sinus
209604000,209584006,118234003,7,Finding by site (finding),Finding by site (finding),complete tear dorsal intercarpal ligament
21601000119103,703300001,118234003,7,Finding by site (finding),Finding by site (finding),hypoxic ischaemic encephalopathy due to birth trauma
291921000119100,292511000119106,118234003,7,Finding by site (finding),Finding by site (finding),left sciatic neuropathy
17531008,301350008,118234003,7,Finding by site (finding),Finding by site (finding),leucoplakia of lips
65164000,4522001,118234003,7,Finding by site (finding),Finding by site (finding),supragingival dental plaque
94165002,363352004,118234003,7,Finding by site (finding),Finding by site (finding),secondary malignant neoplasm of anal canal ( disorder) 
11304641000119107,11304561000119105,118234003,7,Finding by site (finding),Finding by site (finding),open fracture of orbit
240354007,312121001,118234003,7,Finding by site (finding),Finding by site (finding),enterohemorrhagic escherichia coli gastrointestinal tract infection
262856003,125627008,118234003,7,Finding by site (finding),Finding by site (finding),delayed perforation of small intestine ( disorder) 
52421005,193570009,118234003,7,Finding by site (finding),Finding by site (finding),water clefts
15681721000119101,1847009,118234003,7,Finding by site (finding),Finding by site (finding),endophthalmitis of left eye
248909001,248870002,118234003,7,Finding by site (finding),Finding by site (finding),spasm of pelvic muscles around vagina ( finding) 
16010311000119105,202606004,118234003,7,Finding by site (finding),Finding by site (finding),clicking of left hip
109705008,235013007,118234003,7,Finding by site (finding),Finding by site (finding),labial alveolar bony ledging ( disorder) 
91297005,366162006,118234003,7,Finding by site (finding),Finding by site (finding),normal central venous pressure
1075151000119106,15741721000119101,118234003,7,Finding by site (finding),Finding by site (finding),acquired valgus deformity of right knee ( disorder) 
230445007,79745005,118234003,7,Finding by site (finding),Finding by site (finding),nocturnal epilepsy ( disorder) 
10633111000119105,10633351000119109,118234003,7,Finding by site (finding),Finding by site (finding),cellulitis of toe of left foot
254425003,255069008,118234003,7,Finding by site (finding),Finding by site (finding),carcinoma of lower gum ( disorder) 
473374005,253400002,118234003,7,Finding by site (finding),Finding by site (finding),perforated mitral valve leaflet
679321000119105,12236121000119103,118234003,7,Finding by site (finding),Finding by site (finding),mucopurulent conjunctivitis of both eyes
211637007,18526009,118234003,7,Finding by site (finding),Finding by site (finding),foreign body in appendix
9484001,118926004,118234003,7,Finding by site (finding),Finding by site (finding),cyst of bile duct ( disorder) 
285759003,125599006,118234003,7,Finding by site (finding),Finding by site (finding),injury of digital vein
266078006,312121001,118234003,7,Finding by site (finding),Finding by site (finding),pseudomonas gastrointestinal tract infection
5414003,212049006,118234003,7,Finding by site (finding),Finding by site (finding),burn any degree involving 8 0 - 8 9 percent of body surface ( disorder) 
722514002,372016004,118234003,7,Finding by site (finding),Finding by site (finding),primary leiomyosarcoma of peritoneum
161940008,60845006,118234003,7,Finding by site (finding),Finding by site (finding),breathless - mild exertion ( finding) 
233944003,697897003,118234003,7,Finding by site (finding),Finding by site (finding),familial primary pulmonary hypertension ( disorder) 
17890003,235878005,118234003,7,Finding by site (finding),Finding by site (finding),infarction of liver
267386008,10649000,118234003,7,Finding by site (finding),Finding by site (finding),acromegaly and gigantism
713482002,239863005,118234003,7,Finding by site (finding),Finding by site (finding),osteoarthritis of thoracic spinal zygapophyseal joint
278656008,278544002,118234003,7,Finding by site (finding),Finding by site (finding),dental occlusion finding
63767001,128936008,118234003,7,Finding by site (finding),Finding by site (finding),carbuncle of ear
235598006,16761005,118234003,7,Finding by site (finding),Finding by site (finding),non- reflux esophagitis ( disorder) 
238924007,34630004,118234003,7,Finding by site (finding),Finding by site (finding),pityriasis amiantacea
246550008,79631006,118234003,7,Finding by site (finding),Finding by site (finding),absence seizure with tonic components
209082003,312839008,118234003,7,Finding by site (finding),Finding by site (finding),closed spinal dislocation with complete lumbar cord lesion
768001004,15971181000119105,118234003,7,Finding by site (finding),Finding by site (finding),bilateral femoral hernia
700269001,79291003,118234003,7,Finding by site (finding),Finding by site (finding),discoid lupus erythematosus of lower eyelid
25341005,95574003,118234003,7,Finding by site (finding),Finding by site (finding),stricture of ureter
295041000119108,128138008,118234003,7,Finding by site (finding),Finding by site (finding),acquired deformity of ankle
95088009,126832004,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of uncertain behavior of small intestine ( disorder) 
238773009,279990005,118234003,7,Finding by site (finding),Finding by site (finding),idiopathic livedo reticularis ( disorder) 
1282001,37600001,118234003,7,Finding by site (finding),Finding by site (finding),perichondritis of larynx
262884008,262882007,118234003,7,Finding by site (finding),Finding by site (finding),laceration of mesentery ( disorder) 
271160001,125596004,118234003,7,Finding by site (finding),Finding by site (finding),blister of elbow
299520000,299479004,118234003,7,Finding by site (finding),Finding by site (finding),foot joint temperature finding ( finding) 
53476006,128241005,118234003,7,Finding by site (finding),Finding by site (finding),radiation hepatitis ( disorder) 
721715000,243978007,118234003,7,Finding by site (finding),Finding by site (finding),ischemia reperfusion injury of liver
1074211000119104,15720001000119104,118234003,7,Finding by site (finding),Finding by site (finding),left foot chondrocalcinosis
196760001,367403001,118234003,7,Finding by site (finding),Finding by site (finding),acquired pyloric constriction
203017007,128137003,118234003,7,Finding by site (finding),Finding by site (finding),infective myositis of lower leg
92501000,38824008,118234003,7,Finding by site (finding),Finding by site (finding),bipartite thymus
202848009,239954007,118234003,7,Finding by site (finding),Finding by site (finding),scapulohumeral fibrositis
283506000,210341005,118234003,7,Finding by site (finding),Finding by site (finding),puncture wound of cheek ( disorder) 
63567004,253997002,118234003,7,Finding by site (finding),Finding by site (finding),uranostaphyloschisis ( disorder) 
249544004,366460009,118234003,7,Finding by site (finding),Finding by site (finding),abdominal muscle resistance
106021000119105,56267009,118234003,7,Finding by site (finding),Finding by site (finding),multi- infarct dementia due to atherosclerosis
289873006,289871008,118234003,7,Finding by site (finding),Finding by site (finding),perineum dry ( finding) 
447289007,253269002,118234003,7,Finding by site (finding),Finding by site (finding),crisscross heart with leftward rotation
724527004,72007001,118234003,7,Finding by site (finding),Finding by site (finding),duodenitis caused by chemical ( disorder) 
711151004,16195001,118234003,7,Finding by site (finding),Finding by site (finding),hypomagnesemia with secondary hypocalcemia ( disorder) 
56120004,78152008,118234003,7,Finding by site (finding),Finding by site (finding),vagoaccessory syndrome
76020000,79599002,118234003,7,Finding by site (finding),Finding by site (finding),spondylolisthetic pelvis ( disorder) 
293811000119100,293831000119105,118234003,7,Finding by site (finding),Finding by site (finding),cerebral infarction due to vertebral artery stenosis
94979006,126863000,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of uncertain behavior of pancreatic duct
56338005,141701000119101,118234003,7,Finding by site (finding),Finding by site (finding),fibrosis of spleen
724453005,249604002,118234003,7,Finding by site (finding),Finding by site (finding),problem of prostate ( finding) 
93967000,363400004,118234003,7,Finding by site (finding),Finding by site (finding),primary malignant neoplasm of postcricoid region
109858008,109853004,118234003,7,Finding by site (finding),Finding by site (finding),malignant mesothelioma of omentum ( disorder) 
126795009,1089981000119106,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of gingival mucosa
266429005,7847004,118234003,7,Finding by site (finding),Finding by site (finding),angular cheilitis ( disorder) 
400941009,426301008,118234003,7,Finding by site (finding),Finding by site (finding),superior oblique muscle overaction
275331007,128137003,118234003,7,Finding by site (finding),Finding by site (finding),"dislocation of tibia, distal end"
126953009,126952004,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of cerebrum
209320003,208878007,118234003,7,Finding by site (finding),Finding by site (finding),closed fracture subluxation of metacarpophalangeal joint ( disorder) 
448563005,127024001,118234003,7,Finding by site (finding),Finding by site (finding),nonsecretory pituitary tumour
764447009,4874006,118234003,7,Finding by site (finding),Finding by site (finding),distal duplication 1 1 q
33781009,111367007,118234003,7,Finding by site (finding),Finding by site (finding),abdominopelvic abscess ( disorder) 
403915004,188103003,118234003,7,Finding by site (finding),Finding by site (finding),basal cell carcinoma of scalp
763277009,111309008,118234003,7,Finding by site (finding),Finding by site (finding),distal trisomy 8 q ( disorder) 
1078021000119105,128137003,118234003,7,Finding by site (finding),Finding by site (finding),osgood schlatters disease of left knee
472787007,253546004,118234003,7,Finding by site (finding),Finding by site (finding),left ventricular outflow tract obstruction due to neoplasm
95001001,126685009,118234003,7,Finding by site (finding),Finding by site (finding),neoplasm of uncertain behavior of pharynx
10628871000119101,111843007,118234003,7,Finding by site (finding),Finding by site (finding),gastroenteritis caused by influenza ( disorder) 
40835002,8765009,118234003,7,Finding by site (finding),Finding by site (finding),vomiting old blood
15686001000119104,15980711000119104,118234003,7,Finding by site (finding),Finding by site (finding),rheumatoid arthritis of left temporomandibular joint ( disorder) 
15686001000119104,15980711000119104,118234003,7,Finding by site (finding),Finding by site (finding),rheumatoid arthritis of left temporomandibular joint
704241002,195029002,118234003,7,Finding by site (finding),Finding by site (finding),foetal hypertrophic cardiomyopathy due to maternal diabetes mellitus
448179001,373434004,118234003,7,Finding by site (finding),Finding by site (finding),aneurysm of right superior vena cava ( disorder) 
209592002,209584006,118234003,7,Finding by site (finding),Finding by site (finding),complete tear dorsal radiocarpal ligament
23611004,111609001,118234003,7,Finding by site (finding),Finding by site (finding),open fracture of mandible
768929003,768930008,118234003,7,Finding by site (finding),Finding by site (finding),trisomy 8 p syndrome
194286008,1083551000119107,118234003,7,Finding by site (finding),Finding by site (finding),bilateral suppurative otitis media
297217002,102588006,118234003,7,Finding by site (finding),Finding by site (finding),rib pain
10956081000119106,10958761000119103,118234003,8,Finding by site (finding),Finding by site (finding),open wound of finger of right hand due to bite ( disorder) 
202250009,428776005,118234003,8,Finding by site (finding),Finding by site (finding),recurrent dislocation of ankle
392437005,253228006,118234003,8,Finding by site (finding),Finding by site (finding),posterior embryotoxon ( disorder) 
128543007,33958003,118234003,8,Finding by site (finding),Finding by site (finding),disorder of corpus cavernosum of penis ( disorder) 
22470001000004107,30124006,118234003,8,Finding by site (finding),Finding by site (finding),ruptured renal cyst
304914007,57054005,118234003,8,Finding by site (finding),Finding by site (finding),acute q- wave infarct
11833791000119103,11853851000119104,118234003,8,Finding by site (finding),Finding by site (finding),sprain of talofibular ligament of left ankle
371191006,15973301000119100,118234003,8,Finding by site (finding),Finding by site (finding),bilateral congenital absence of feet
16002911000119108,316751000119107,118234003,8,Finding by site (finding),Finding by site (finding),chronic pain of left foot
302819002,91975001,118234003,8,Finding by site (finding),Finding by site (finding),benign neoplasm of inferior part of body of tongue ( disorder) 
126700009,126699008,118234003,8,Finding by site (finding),Finding by site (finding),neoplasm of laryngeal surface of epiglottis ( disorder) 
35065006,721680006,118234003,8,Finding by site (finding),Finding by site (finding),primary chronic pseudo- obstruction of colon ( disorder) 
1074381000119101,373623009,118234003,8,Finding by site (finding),Finding by site (finding),osteoarthritis of right glenohumeral joint
11304601000119105,11304641000119107,118234003,8,Finding by site (finding),Finding by site (finding),open fracture of medial orbital wall
721090002,239040001,118234003,8,Finding by site (finding),Finding by site (finding),kirghizian dermatoosteolysis
129623003,392481002,118234003,8,Finding by site (finding),Finding by site (finding),iridocorneal endothelial syndrome ( disorder) 
18630001000004100,15729801000119102,118234003,8,Finding by site (finding),Finding by site (finding),infection of prosthesis of right hip
425414000,302233006,118234003,8,Finding by site (finding),Finding by site (finding),bilateral renal artery stenosis
15635881000119103,1076581000119101,118234003,8,Finding by site (finding),Finding by site (finding),bilateral tendonitis of shoulders
197001004,95446005,118234003,8,Finding by site (finding),Finding by site (finding),superior mesenteric vein thrombosis
110139003,262665008,118234003,8,Finding by site (finding),Finding by site (finding),simple laceration of oropharynx
316651000119103,16028231000119104,118234003,8,Finding by site (finding),Finding by site (finding),osteophyte of right foot
92321003,127002001,118234003,8,Finding by site (finding),Finding by site (finding),benign retinal tumour
308991000119104,15697641000119108,118234003,8,Finding by site (finding),Finding by site (finding),calcific tendinitis of right ankle
308991000119104,15697641000119108,118234003,8,Finding by site (finding),Finding by site (finding),calcific tendinitis of right ankle ( disorder) 
314786000,232103007,118234003,8,Finding by site (finding),Finding by site (finding),congenital exotropia ( disorder) 
309742004,413603009,118234003,8,Finding by site (finding),Finding by site (finding),drug induced autoimmune hemolytic anemia
1430001,127312001,118234003,8,Finding by site (finding),Finding by site (finding),intracranial hemorrhage following injury without open intracranial wound and with prolonged loss of consciousness ( more than 2 4 hours) without return to pre- existing level
15676241000119103,1076621000119101,118234003,8,Finding by site (finding),Finding by site (finding),tendinitis of bilateral knees ( disorder) 
210456000,274170000,118234003,8,Finding by site (finding),Finding by site (finding),open wound of anterior abdominal wall
238444005,30668009,118234003,8,Finding by site (finding),Finding by site (finding),trichophytide ( disorder) 
262620004,49701002,118234003,8,Finding by site (finding),Finding by site (finding),foreign body in scrotum ( disorder) 
724797008,67279004,118234003,8,Finding by site (finding),Finding by site (finding),injury of median nerve in wrist
336911000119104,1979001,118234003,8,Finding by site (finding),Finding by site (finding),macular focal choroiditis
402468007,111197009,118234003,8,Finding by site (finding),Finding by site (finding),scleromyxedema ( disorder) 
4661003,30093007,118234003,8,Finding by site (finding),Finding by site (finding),calculus of bile duct with obstruction
52087004,125635006,118234003,8,Finding by site (finding),Finding by site (finding),injury of rectum without open wound into abdominal cavity ( disorder) 
77498000,43216008,118234003,8,Finding by site (finding),Finding by site (finding),extradural haemorrhage following injury without open intracranial wound and with concussion
15636451000119103,15634551000119109,118234003,8,Finding by site (finding),Finding by site (finding),pain in fingers of both hands
363350007,126839008,118234003,8,Finding by site (finding),Finding by site (finding),malignant neoplasm of cecum
93641007,269581007,118234003,8,Finding by site (finding),Finding by site (finding),malignant melanoma of skin of lower limb
254472003,254471005,118234003,8,Finding by site (finding),Finding by site (finding),benign tumor of tympanic antrum
12337004,244938009,118234003,8,Finding by site (finding),Finding by site (finding),disorder of uterus
15574005,125604000,118234003,8,Finding by site (finding),Finding by site (finding),fracture of foot ( disorder) 
253219005,420049001,118234003,8,Finding by site (finding),Finding by site (finding),agenesis of nasolacrimal duct
15649301000119103,12237391000119101,118234003,8,Finding by site (finding),Finding by site (finding),aneurysm of right popliteal artery ( disorder) 
111528000,39837002,118234003,8,Finding by site (finding),Finding by site (finding),alternating esotropia with a pattern
234948008,366220005,118234003,8,Finding by site (finding),Finding by site (finding),tooth absent ( finding) 
1090731000119101,194289001,118234003,8,Finding by site (finding),Finding by site (finding),acute otitis media of right ear with effusion
712504007,239872002,118234003,8,Finding by site (finding),Finding by site (finding),osteoarthritis of hip due to dysplasia ( disorder) 
12237311000119105,36184004,118234003,8,Finding by site (finding),Finding by site (finding),aneurysm of right renal artery
92658008,126822006,118234003,8,Finding by site (finding),Finding by site (finding),carcinoma in situ of middle 1 / 3 oesophagus
29590001,79410001,118234003,8,Finding by site (finding),Finding by site (finding),congenital total cataract ( disorder) 
15668241000119108,12235981000119109,118234003,8,Finding by site (finding),Finding by site (finding),talipes varus of right foot
764703002,82751009,118234003,8,Finding by site (finding),Finding by site (finding),7 p2 2 . 1 microduplication syndrome ( disorder) 
409658007,30281009,118234003,8,Finding by site (finding),Finding by site (finding),cyst of prostate ( disorder) 
37666005,6075009,118234003,8,Finding by site (finding),Finding by site (finding),gsd x
733168003,41075004,118234003,8,Finding by site (finding),Finding by site (finding),invasive cerebral aspergillosis
93870000,126851005,118234003,8,Finding by site (finding),Finding by site (finding),malignant neoplasm of liver ( disorder) 
370483001,79410001,118234003,8,Finding by site (finding),Finding by site (finding),hyaloid corpuscle
50227004,309091003,118234003,8,Finding by site (finding),Finding by site (finding),amoebic balanitis
698840003,232086000,118234003,8,Finding by site (finding),Finding by site (finding),neovascular glaucoma due to hyphaema
60232001,123658006,118234003,8,Finding by site (finding),Finding by site (finding),true cleft of tricuspid leaflet
70318002,33958003,118234003,8,Finding by site (finding),Finding by site (finding),congenital anomaly of penis ( disorder) 
371984007,363402007,118234003,8,Finding by site (finding),Finding by site (finding),primary malignant neoplasm of oesophagus
247070004,247068008,118234003,8,Finding by site (finding),Finding by site (finding),aphakia - elschnig pearls
302820008,126959008,118234003,8,Finding by site (finding),Finding by site (finding),intracranial meningioma ( disorder) 
61471000119100,402818009,118234003,8,Finding by site (finding),Finding by site (finding),basal cell carcinoma of naris ( disorder) 
300473009,252041008,118234003,8,Finding by site (finding),Finding by site (finding),finding of measures of urination ( finding) 
319401000119107,15729601000119103,118234003,8,Finding by site (finding),Finding by site (finding),recurrent dislocation of joint of right shoulder region
25860001000004107,11775971000119101,118234003,8,Finding by site (finding),Finding by site (finding),fracture of head of right radius
163428007,163422008,118234003,8,Finding by site (finding),Finding by site (finding),on examination - bloodstained vaginal discharge
21764004,367591000119105,118234003,8,Finding by site (finding),Finding by site (finding),systemic carnitine deficiency
299431006,304326005,118234003,8,Finding by site (finding),Finding by site (finding),decreased passive range of ankle dorsiflexion
88212009,274191008,118234003,8,Finding by site (finding),Finding by site (finding),superficial injury of shoulder with infection
1075491000119108,15729801000119102,118234003,8,Finding by site (finding),Finding by site (finding),femoral acetabular impingement of right hip joint ( disorder) 
19350004,44913001,118234003,8,Finding by site (finding),Finding by site (finding),athetosis with rigidity ( disorder) 
128557009,11433004,118234003,8,Finding by site (finding),Finding by site (finding),congenital coronary artery fistula to right atrium
299564008,250114005,118234003,8,Finding by site (finding),Finding by site (finding),mulders click absent ( finding) 
