text_id,text
23580394,Optoelectronic Processes in Squaraine Dye-Doped OLEDs for Emission in the Near-Infrared. A novel all-organic host-guest system for emission in the NIR is introduced and investigated with respect to its opto-electronic processes. The good agreement between theoretical and experimental results highlights the model character of this system and its potential for electroluminescent application. Comparative measurements provide access to the recombination mechanisms on molecular length scale and show that the emission behavior of the device under operation is controlled by charge carrier dynamics.
23200255,"Phosphodiesterase inhibitors. Part 5: hybrid PDE3/4 inhibitors as dual bronchorelaxant/anti-inflammatory agents for inhaled administration. (-)-6-(7-Methoxy-2-(trifluoromethyl)pyrazolo[1,5-a]pyridin-4-yl)-5-methyl-4,5-dihydropyridazin-3(2H)-one (KCA-1490) exhibits moderate dual PDE3/4-inhibitory activity and promises as a combined bronchodilatory/anti-inflammatory agent. N-alkylation of the pyridazinone ring markedly enhances potency against PDE4 but suppresses PDE3 inhibition. Addition of a 6-aryl-4,5-dihydropyridazin-3(2H)-one extension to the N-alkyl group facilitates both enhancement of PDE4-inhibitory activity and restoration of potent PDE3 inhibition. Both dihydropyridazinone rings, in the core and extension, can be replaced by achiral 4,4-dimethylpyrazolone subunits and the core pyrazolopyridine by isosteric bicyclic heteroaromatics. In combination, these modifications afford potent dual PDE3/4 inhibitors that suppress histamine-induced bronchoconstriction in vivo and exhibit promising anti-inflammatory activity via intratracheal administration."
23344974,"Using a fragment-based approach to target protein-protein interactions. The ability to identify inhibitors of protein-protein interactions represents a major challenge in modern drug discovery and in the development of tools for chemical biology. In recent years, fragment-based approaches have emerged as a new methodology in drug discovery; however, few examples of small molecules that are active against chemotherapeutic targets have been published. Herein, we describe the fragment-based approach of targeting the interaction between the tumour suppressor BRCA2 and the recombination enzyme RAD51; it makes use of a screening pipeline of biophysical techniques that we expect to be more generally applicable to similar targets. Disruption of this interaction in vivo is hypothesised to give rise to cellular hypersensitivity to radiation and genotoxic drugs. We have used protein engineering to create a monomeric form of RAD51 by humanising a thermostable archaeal orthologue, RadA, and used this protein for fragment screening. The initial fragment hits were thoroughly validated biophysically by isothermal titration calorimetry (ITC) and NMR techniques and observed by X-ray crystallography to bind in a shallow surface pocket that is occupied in the native complex by the side chain of a phenylalanine from the conserved FxxA interaction motif found in BRCA2. This represents the first report of fragments or any small molecule binding at this protein-protein interaction site."
11031122,"Fumarate reductase is essential for Helicobacter pylori colonization of the mouse stomach. Fumarate reductase (FRD) is the key enzyme in fumarate respiration induced by anaerobic growth of bacteria. In Helicobacter pylori, this enzyme appears to be constitutively expressed under microaerobic conditions and is not essential for its survival in vitro. In this study, the role of FRD in the colonization of H. pylori was investigated using a mouse model. The frdA gene coding for subunit A of FRD, and two control genes, copA and copP associated with the export of copper out of H. pylori, were inactivated by insertion of the chloramphenicol acetyltransferase cassette into these individual genes. The isogenic mutants of H. pylori strain AH244 were obtained by natural transformation. Seventy-five ICR mice (15 mice/group) were orogastrically dosed with either the wild type H. pylori strain AH244, its isogenic mutants, or Brucella broth (negative control). Five mice from each group were killed at 2, 4 and 8 weeks post-inoculation (WPI), respectively. H. pylori colonization was not detected in mouse gastric mucosa infected with the frdA mutant at any time point in the study by both quantitative culture and PCR. In contrast, the mice inoculated with either wild type AH244, copA or copPH. pylori mutants became readily infected. These data indicate that FRD plays a crucial role in H. pylori survival in the gastric mucosa of mice. Given that FRD, present in all H. pylori strains, is immunogenic in H. pylori -infected patients and H. pylori growth in vitro can be inhibited by three anthelmintics (morantel, oxantel and thiabendazole), this enzyme could potentially be used both as a novel drug target as well as in the development of vaccines for H. pylori prevention and eradication."
10381000,"Tryptophan hydroxylase mRNA levels are elevated by repeated immobilization stress in rat raphe nuclei but not in pineal gland. Repeated stress triggers a wide range of adaptive changes in the central nervous system including the elevation of serotonin (5-HT) metabolism and an increased susceptibility to affective disorders. To begin to examine whether these changes are mediated by alterations in gene expression for tryptophan hydroxylase (TPH), the rate-limiting enzyme in 5-HT biosynthesis, we quantitated its mRNA levels by competitive reverse transcription-polymerase chain reaction (RT-PCR). Repeated immobilization stress (2 h, 7 days) elicited a six- or ten-fold rise in TPH mRNA in median raphe nucleus (MRN) and dorsal raphe nucleus (DRN), respectively, without significantly altering TPH mRNA levels in the pineal gland. In contrast, there was little change in mRNA levels for GTP cyclohydrolase I (GTPCH), the rate limiting enzyme in synthesis of the tetrahydrobiopterin (BH4), the obligate cofactor for TPH. This is the first study to reveal stress-elicited activation of TPH gene expression."
23411246,"Iron and zinc bioavailability in Caco-2 cells: influence of caseinophosphopeptides. A study has been made of the influence of two pools of caseinophosphopeptides (CPPs) obtained from α(s)- and β-casein (CN) fractions, and of three specific CPPs (β-CN(1-25)4P, α(s1)-CN(64-74)4P and α(s2)-CN(1-19)4P), on iron bioavailability (ferritin synthesis) and zinc bioavailability (retention, transport and uptake of zinc) in Caco-2 cells. α-CPP and β-CPP pools did not improve ferritin synthesis, but the three specific CPPs showed an increase in ferritin synthesis in Caco-2 cells versus iron sulphate, β-CN(1-25)4P being the most effective. In relation to zinc bioavailability, α-CPPs, β-CPPs, α(s1)-CN(64-74)4P and β-CN(1-25)4P increased zinc uptake. However, this increase was of the same order as the increase due to the presence of zinc sulphate."
23535394,"An overview on the marine neurotoxin, saxitoxin: genetics, molecular targets, methods of detection and ecological functions. Marine neurotoxins are natural products produced by phytoplankton and select species of invertebrates and fish. These compounds interact with voltage-gated sodium, potassium and calcium channels and modulate the flux of these ions into various cell types. This review provides a summary of marine neurotoxins, including their structures, molecular targets and pharmacologies. Saxitoxin and its derivatives, collectively referred to as paralytic shellfish toxins (PSTs), are unique among neurotoxins in that they are found in both marine and freshwater environments by organisms inhabiting two kingdoms of life. Prokaryotic cyanobacteria are responsible for PST production in freshwater systems, while eukaryotic dinoflagellates are the main producers in marine waters. Bioaccumulation by filter-feeding bivalves and fish and subsequent transfer through the food web results in the potentially fatal human illnesses, paralytic shellfish poisoning and saxitoxin pufferfish poisoning. These illnesses are a result of saxitoxin's ability to bind to the voltage-gated sodium channel, blocking the passage of nerve impulses and leading to death via respiratory paralysis. Recent advances in saxitoxin research are discussed, including the molecular biology of toxin synthesis, new protein targets, association with metal-binding motifs and methods of detection. The eco-evolutionary role(s) PSTs may serve for phytoplankton species that produce them are also discussed."
23178380,"Pulmonary delivery of an aerosolized recombinant human butyrylcholinesterase pretreatment protects against aerosolized paraoxon in macaques. Butyrylcholinesterase (BChE) is the leading pretreatment candidate against exposure to organophosphates (OPs), which pose an ever increasing public and military health. Since respiratory failure is the primary cause of death following acute OP poisoning, an inhaled BChE therapeutic could prove highly efficacious in preventing acute toxicity as well as the associated delayed neuropathy. To address this, studies have been performed in mice and macaques using Chinese Hamster Ovary cells (CHO)-derived recombinant (r) BChE delivered by the pulmonary route, to examine whether the deposition of both macaque (Ma) and human (Hu) rBChE administered as aerosols (aer) favored the creation and retention of an efficient protective ""pulmonary bioshield"" that could scavenge incoming (inhaled) OPs in situ thereby preventing entry into the circulation and inhibition of plasma BChE and AChE on red blood cells (RBC-AChE) and in cholinergic synapses. In contrast to parenteral delivery of rBChE, which currently requires posttranslational modification for good plasma stability, an unmodified aer-rBChE pretreatment given 1-40h prior to >1 LD50 of aer-paraoxon (Px) was able to prevent inhibition of circulating cholinesterase in a dose-dependent manner. These studies are the first to show protection by rBChE against a pesticide such as paraoxon when delivered directly into the lung and bode well for the use of a non-invasive and consumer friendly method of rHuBChE delivery as a human treatment to counteract OP toxicity."
23290487,"Anti-diabetic property of Tinospora cordifolia and its active compound is mediated through the expression of Glut-4 in L6 myotubes. Tinospora cordifolia is a well reported plant possessing numerous medicinal values including anti-diabetic property. Aim of the present study is to study the mechanism of action of Tinospora cordifolia and its active compound in differentiated myocytes, L6 cells. Key marker of diabetes in cells is the insulin dependent glucose transporter-4 (Glut-4) which also responds to exogenous chemicals, and is over expressed up to 5- and 4-fold, by Tinospora cordifolia and palmatine, respectively. Next to Glut-4, the predominant protein influencing glucose metabolism is PPARα and γ whose expressions were also positively modulated. Further, the inhibitors of insulin pathway prevented glucose uptake mediated by Tinospora cordifolia and palmatine which shows that the activity is majorly mediated through insulin pathway."
2571203,"Differential IL-2 receptor expression in renal allograft recipients treated with an anti-IL-2-receptor antibody. Patients were entered into a randomized trial of prophylaxis for renal allograft rejection by the administration of an anti-human IL-2 receptor antibody, anti-Tac, during the first ten days posttransplant. Interleukin-2 receptor (IL-2 R) expression was measured using two anti-IL-2 R monoclonal antibodies (moAbs), anti-Tac and 1HT4-4H3. These two antibodies recognize closely spaced epitopes on the 55 kD chain of the IL-2 R. IL-2 R expression was examined on peripheral blood small lymphocytes in three groups of patients who received: (A) cyclosporine CsA and prednisone for baseline immunosuppression (n = 9); (B) anti-Tac with CsA and prednisone as baseline immunosuppression (n = 12); and (C) anti-Tac with azathioprine and prednisone as baseline immunosuppression (n = 5). We found that large numbers of T cells express IL-2 receptors despite the presence of anti-Tac (average of IL-2 R-positive cells at day of peak IL-2 R expression 56.0 +/- 20.8% in group A, 65.2 +/- 26.6% in group B, 21.0 +/- 7.4% in group C). IL-2 R expression did not correlate with clinical activity, and the presence or accessibility of epitopes on the same 55 kD chain varied dramatically from patient to patient."
9732824,"Medical therapy and quality of life. The risk of mortality and long-term morbidity, including loss of sexual function, associated with surgical procedures for symptomatic benign prostatic hyperplasia (BPH) has prompted research into alternative medical therapies. Phytotherapy involves the use of herbal formulations, where the mechanisms of action are usually obscure and although studies have confirmed their effectiveness in symptom relief and improving quality of life (QOL), few placebo-controlled trials exist. Both the 5 alpha-reductase inhibitor finasteride and alpha 1-adrenoceptor antagonists (e.g. alfuzosin, doxazosin, prazosin, tamsulosin and terazosin) have been recommended as appropriate treatment options for patients with lower urinary tract symptoms (LUTS) associated with benign prostatic obstruction (BPO), and their efficacy has been proven in several placebo-controlled trials. Finasteride reduces the static component of BPO--by reducing the size of the prostate--and, as a result, symptom relief is slow (6-12 months) and is predominantly restricted to patients with large prostates (> 40 g). The alpha 1-adrenoceptor antagonists, on the other hand, reduce the dynamic component of obstruction--relaxation of smooth muscle in the prostate, urethra and bladder neck--and provide rapid symptom relief after only a few doses, relieving LUTS more effectively than finasteride and irrespective of prostate size. All of the various alpha 1-adrenoceptor antagonists provide effective and comparable relief of LUTS, and an improvement in bothersomeness and symptom-related QOL. However, it is also important that the therapy is fast acting and acceptable to the patient, in that it does not interfere with other medication or produce unpleasant side effects. These documented properties of the alpha 1A-adrenoceptor antagonists make them an ideal choice for the medical treatment of symptomatic BPH."
23530595,"Bioinspired Water-Enhanced Mechanical Gradient Nanocomposite Films That Mimic the Architecture and Properties of the Squid Beak. Inspired by the water-enhanced mechanical gradient character of the squid beak, we herein report a nanocomposite that mimics both the architecture and properties of this interesting natural material. Similar to the squid beak, we have developed nanocomposites where the degree of cross-linking is controlled along the length of the film. In this study, we utilized tunicate cellulose nanocrystals as the nanofiller that are functionalized with allyl moieties. Using photoinduced thiol-ene chemistry, we have been able to cross-link the CNC nanofiller. In the dry state where strong CNC interactions can occur, only a small mechanical contrast is observed between the cross-linked and uncross-linked samples. However, when the films are exposed to water, which ""switches off"" the noncovalent CNC interactions, a significant mechanical contrast is observed between the same films. For example, at 20 wt % CNC (in the dry film), an increase in wet modulus from 60 to 300 MPa (∼500% increase) is observed after photoirradiation. Furthermore, we show that the wet modulus can be controlled by altering the UV exposure time which allows access to mechanical gradient films."
23589476,"Wired Enzyme Electrodes-A Retroperspective Story about an Exciting Time at University of Texas at Austin and Its Impact on My Scientific Career. The present paper features an exciting time in the late 1980s when I, as a visiting scientist, had the privilege to participate in the early and very exciting development of the in vivo redox-polymer-wired glucose sensor in Professor Adam Heller's laboratory at the Department of Chemical Engineering at University of Texas at Austin. This story is followed by an overview of the research my visit initiated at Uppsala University. In collaboration with Swedish colleagues, we explored a few of the many possibilities to form new biosensors by utilizing Prof. Heller's concept of cross-linked redox-polymer/redox-enzyme electrodes."
23534412,"Antithrombotic activity of a newly synthesized coumarin derivative 3-(5-hydroxy-2,2-dimethyl-chroman-6-yl)-N-{2-[3-(5-hydroxy-2,2-dimethyl-chroman-6-yl)-propionylamino]-ethyl}-propionamide. Anti-platelet therapy is a useful strategy to prevent acute thromboembolic artery occlusions. This study was designed to assess the efficacy of seselin derivatives against murine pulmonary thromboembolism, bleeding time, platelet activation and thrombosis. Administration of C3 (16 mg/kg) offered 70% protection against collagen- and epinephrine-induced pulmonary thromboembolism and 30% protection against arachidonic acid-induced death in mice, without adversely affecting bleeding time. No significant difference was observed by C3 in ferric chloride-induced arterial thrombosis in rats. Significant reduction in thrombus weight was observed in arteriovenous shunt model. In rat PRP, C3 reduced ADP and collagen-induced platelet aggregation. In chronic hamster model of dyslipidemia, administration of C3 (16 mg/kg p.o. for 90 days) had no effect on plasma lipids, vasoreactivity and platelet adhesion. C3 fed hamsters showed reduced whole-blood aggregation response to ADP and collagen compared to HC-fed hamsters. In addition, C3 augmented thrombin time; however, time to occlusion was not increased. These results convincingly demonstrated that C3 is a novel molecule that reduces the risk of thrombosis and alleviates prothrombotic state associated with hyperlipidemia without any adverse effect on bleeding time. The high benefit/risk ratio of this compound makes it a suitable candidate for future valid studies."
11972287,"Central 5-HT3 receptor stimulation by m-CPBG increases blood glucose in rats. The aim of the present study was to investigate the role of central 5-HT3 receptors on the control of blood glucose in stressed and non-stressed rats in both fasted and fed states. Adult Wistar male rats had each their third ventricle cannulated 7 days before the experiments. Injections of m-CPBG, a selective 5-HT3 receptor agonist, induced a significant increase in blood glucose in non-stressed rats in both fasted and in fed states. The same procedure was unable to modify stress-induced hyperglycemia. The hyperglycemic effect of m-CPBG central administration was blocked by pretreatment with ondansetron, a specific 5-HT3 receptor antagonist, indicating that the effects here obtained with m-CPBG were a result of its interaction with 5-HT3 receptors. Third ventricle injections of ondansetron alone were not able to modify blood glucose in non-stressed animals and did not change the hyperglycemic responses observed after immobilization stress. We conclude that pharmacological activation of the central 5-HT3 receptor induces a hyperglycemic effect in non-stressed animals."
23375813,"3'-R/S-Hydroxyvoacamine, a potent acetylcholinesterase inhibitor from Tabernaemontana divaricata. Guided by the acetylcholinesterase inhibiting activity, the bisindole alkaloid 3'-R/S-hydroxyvoacamine was isolated from a stem extract of Tabernaemontana divaricata, a plant used in Thailand in traditional rejuvenation remedies for improving the memory. The structure of the alkaloid was elucidated by extensive use of NMR spectroscopy and the complete assignment of the (1)H and (13)C NMR spectra is reported. The alkaloid acted as a non-competitive inhibitor against AChE with an IC50 value of 7.00±1.99μM. An HPLC method was developed for the quantitative analysis of the AChE inhibitor. It suggested that there was 12.4% (w/w) of 3'-R/S-hydroxyvoacamine in the alkaloid enriched fraction of T. divaricata stem."
23434931,"TCF7L2 Variation and Proliferative Diabetic Retinopathy. Proliferative diabetic retinopathy (PDR) is the most severe vision-threatening complication of diabetes. To investigated genetic association between TCF7L2 and PDR in Caucasian type 2 diabetes mellitus (T2DM) and its functional consequences, 383 T2DM patients with PDR (T2DM-PDR) and 756 T2DM patients without diabetic retinopathy (T2DM-no DR) were genotyped with rs7903146 in TCF7L2. We found that risk allele (T) frequency of rs7903146 was significantly higher in T2DM-PDR patients (allelic P = 2.52E-04). In lymphoblastoid cells induced to undergo endoplasmic reticulum (ER) stress by treatment of tunicamycin, higher fold change of TCF7L2 and VEGFA mRNA levels were observed in rs7903146-TT cells than that in rs7903146-CC cells (P = 0.02 for TCF7L2; P = 0.004 for VEGFA), suggesting ER stress plays a role in PDR pathogenesis. Silencing TCF7L2 resulted in decreased mRNA levels of both TCF7L2 and VEGFA (P < 0.001). Retinas of oxygen-induced retinopathy (OIR) mice (a model for PDR) had higher TCF7L2 and VEGFA mRNA levels than controls (P = 2.9E-04 for TCF7L2; P = 1.9E-07 for VEGFA). Together, our study showed that TCF7L2-rs7903146 is associated with PDR in Caucasian T2DM and suggested TCF7L2 promoted pathological retinal neovascularization via ER stress-dependent upregulation of VEGFA."
22931530,"α-Amino-α´-Halomethylketones: Synthetic Methodologies and Pharmaceutical Applications as Serine and Cysteine Protease Inhibitors. α-Amino-α´-halomethylketones are interesting scaffolds bearing (at least) two sequential electrophilic carbons that by interacting with the nucleophilic moieties of several enzymes, represent the ideal candidates for in vivo and in vitro inhibition studies. In this work a summary of their use as optimal inhibitors of physiologically relevant serine and cysteine proteases is given with a particular emphasis on recently established SAR studies. A brief survey of the most relevant synthetic processes for their obtainment and the importance they possess in synthetic medicinal chemistry is reported."
23600432,"5-Lipoxygenase inhibitors: a review of recent patents (2010 - 2012). Introduction: 5-Lipoxygenase (5-LO) is a crucial enzyme of the arachidonic acid (AA) cascade and catalyzes the formation of bioactive leukotrienes (LTs) with the help of FLAP, the 5-LO-activating protein. LTs are inflammatory mediators playing a pathophysiological role in different diseases like asthma, allergic rhinitis as well as cardiovascular diseases and certain types of cancer. With the rising number of indications for anti-LT therapy, 5-LO inhibitor drug development becomes increasingly important. Areas covered: Here, both recent findings regarding the pathophysiological role of 5-LO and the patents claimed for 5-LO inhibitors are discussed. Focusing on direct inhibitors, several patents disclosing FLAP antagonists are also subject of this review. Novel compounds include 1,5-diarylpyrazoles, indolizines and indoles and several natural product extracts. Expert opinion: Evaluation of the patent activities revealed only quite moderate action. Nevertheless, several auspicious drug-like molecules were disclosed. It seems that in the near future, FLAP inhibitors can be expected to enter the market for the treatment of asthma. With the resolved structure of 5-LO, structure-based drug design is now applicable. Together with the identification of downstream enzyme inhibitors and dual-targeting drugs within the AA cascade, several tools are at hand to cope with 5-LOs increasing pathophysiological roles."
23258671,"Super-stable ultrafine beta-tungsten nanocrystals with metastable phase and related magnetism. Ultrafine tungsten nanocrystals (average size of 3 nm) with a metastable phase (beta-tungsten with A15 structure, β-W) have been prepared by laser ablation of tungsten in liquid nitrogen. The as-prepared metastable nanocrystals exhibited super-stablity, and can keep the same metastable structure over a period of 6 months at room temperature. This super-stability is attributed to the nanosized confinement effect of ultrafine nanocrystals. The magnetism measurements showed that the β-W nanocrystals have weak ferromagnetic properties at 2 K, which may arise from surface defects and unpaired electrons on the surface of the ultrafine nanocrystals. These findings provided useful information for the application of ultrafine β-W nanocrystals in microelectronics and spintronics."
23531488,"Transport Function and Transcriptional Regulation of a Liver-Enriched Human Organic Anion Transporting Polypeptide 2B1 Transcriptional Start Site Variant. Human Organic Anion Transporting Polypeptide 2B1 (OATP2B1) is a membrane transporter that facilitates the cellular uptake of a number of endogenous compounds and drugs. OATP2B1 is widely expressed in tissues including the small intestine, liver, kidney, placenta, heart, skeletal muscle and platelets. Recently, it has been shown that differential promoter usage in tissues results in expression of five OATP2B1 transcriptional start site variants which utilize distinct first exons but share common subsequent exons. These variants are expected to encode either a full length (OATP2B1-FL) or shortened protein lacking 22 N-terminus amino acids (OATP2B-Short). Little is known regarding the transport activity and regulation of OATP2B1 variants with N-terminus truncation. Here, using absolute quantitative polymerase chain reaction we find the full length variant is the major form expressed in duodenum but the short variant predominates in liver. Using a transient heterologous cell expression system, we find that the transport activities of the short OATP2B1 variant towards substrates estrone sulfate and rosuvastatin are similar to the well-characterized full length variant. Transcriptional activity screening of the liver enriched OATP2B1 variant promoter identified hepatocyte nuclear factor 4 alpha (HNF4α) as a novel transacting factor. With a combination of in silico screening, promoter mutation in cell-based reporter assays, siRNA knockdown and chromatin immunoprecipitation studies, we identified a functional HNF4α binding site close to the transcription start site (-17 to -4 bp). We conclude that the major OATP2B1 protein form in liver is transport competent and its hepatic expression is regulated by HNF4α."
23060524,"TLR4 antagonist reduces early-stage atherosclerosis in diabetic apolipoprotein E-deficient mice. Although it has been reported that deficiency of toll-like receptor 4 (TLR4) is associated with reduced atherosclerosis in atherosclerosis-prone mice and attenuated pro-inflammatory state in diabetic mice, it remains undetermined whether treatment with a TLR4 antagonist reduces atherosclerosis in nondiabetic or diabetic mice that have TLR4 expression. In this study, we determined the effect of Rhodobacter sphaeroides lipopolysaccharide (Rs-LPS), an established TLR4 antagonist, on early-stage atherosclerosis in nondiabetic and streptozotocin-induced diabetic apolipoprotein E-deficient (Apoe(-/-)) mice. Analysis of atherosclerotic lesions of both en face aortas and cross sections of aortic roots showed that administration of Rs-LPS in 14-week-old diabetic Apoe(-/-) mice for 10 weeks significantly reduced atherosclerotic lesions. Although atherosclerotic lesions in nondiabetic Apoe(-/-) mice appeared to be decreased by Rs-LPS treatment, the difference was not statistically significant. Metabolic study showed that Rs-LPS significantly lowered serum levels of cholesterol and triglycerides in nondiabetic mice but not in diabetic mice. Furthermore, immunohistochemistry studies showed that Rs-LPS inhibited the expression of interleukin 6 and matrix metalloproteinase-9 and reduced the content of monocytes and macrophages in atherosclerotic plaques. Taken together, this study demonstrated for the first time that TLR4 antagonist inhibited vascular inflammation and atherogenesis in diabetic Apoe(-/-) mice and lowered serum cholesterol and triglyceride levels in nondiabetic Apoe(-/-) mice."
14530799,"The neuropharmacological basis for the use of memantine in the treatment of Alzheimer's disease. Memantine has been demonstrated to be safe and effective in the symptomatic treatment of Alzheimer's disease (AD). While the neurobiological basis for the therapeutic activity of memantine is not fully understood, the drug is not a cholinesterase inhibitor and, therefore, acts differently from current AD therapies. Memantine can interact with a variety of ligand-gated ion channels. However, NMDA receptors appear to be a key target of memantine at therapeutic concentrations. Memantine is an uncompetitive (channel blocking) NMDA receptor antagonist. Like other NMDA receptor antagonists, memantine at high concentrations can inhibit mechanisms of synaptic plasticity that are believed to underlie learning and memory. However, at lower, clinically relevant concentrations memantine can under some circumstances promote synaptic plasticity and preserve or enhance memory in animal models of AD. In addition, memantine can protect against the excitotoxic destruction of cholinergic neurons. Blockade of NMDA receptors by memantine could theoretically confer disease-modifying activity in AD by inhibiting the ""weak"" NMDA receptor-dependent excitotoxicity that has been hypothesized to play a role in the progressive neuronal loss that underlies the evolving dementia. Moreover, recent in vitro studies suggest that memantine abrogates beta-amyloid (Abeta) toxicity and possibly inhibits Abeta production. Considerable attention has focused on the investigation of theories to explain the better tolerability of memantine over other NMDA receptor antagonists, particularly those that act by a similar channel blocking mechanism such as dissociative anesthetic-like agents (phencyclidine, ketamine, MK-801). A variety of channel-level factors could be relevant, including fast channel-blocking kinetics and strong voltage-dependence (allowing rapid relief of block during synaptic activity), as well as reduced trapping (permitting egress from closed channels). These factors may allow memantine to block channel activity induced by low, tonic levels of glutamate--an action that might contribute to symptomatic improvement and could theoretically protect against weak excitotoxicity--while sparing synaptic responses required for normal behavioral functioning, cognition and memory."
23564921,"Expansion of the Homeostasis Model Assessment of β-Cell Function and Insulin Resistance to Enable Clinical Trial Outcome Modeling Through the Interactive Adjustment of Physiology and Treatment Effects--iHOMA2. OBJECTIVETo describe and make available an interactive, 24-variable homeostasis model assessment (iHOMA2) that extends the HOMA2 model, enabling the modeling of physiology and treatment effects, to present equations of the HOMA2 and iHOMA2 models, and to exemplify iHOMA2 in two widely differing scenarios: changes in insulin sensitivity with thiazolidinediones and changes in renal threshold with sodium glucose transporter (SGLT2) inhibition.RESEARCH DESIGN AND METHODSiHOMA2 enables a user of the available software to examine and modify the mathematical functions describing the organs and tissues involved in the glucose and hormonal compartments. We exemplify this with SGLT2 inhibition modeling (by changing the renal threshold parameters) using published data of renal effect, showing that the modeled effect is concordant with the effects on fasting glucose from independent data.RESULTSiHOMA2 modeling of thiazolidinediones effect suggested that changes in insulin sensitivity in the fasting state are predominantly hepatic. SGLT2 inhibition modeled by iHOMA2 resulted in a decrease in mean glucose of 1.1 mmol/L. Observed data showed a decrease in glucose of 0.9 mmol/L. There was no significant difference between the model and the independent data. Manipulation of iHOMA2s renal excretion threshold variable suggested that a decrease of 17% was required to obtain a 0.9 mmol/L decrease in mean glucose.CONCLUSIONSiHOMA2 is an extended mathematical model for the assessment of insulin resistance and β-cell function. The model can be used to evaluate therapeutic agents and predict effects on fasting glucose and insulin and on β-cell function and insulin sensitivity."
16480505,"Roles of rifampicin in drug-drug interactions: underlying molecular mechanisms involving the nuclear pregnane X receptor. Rifampicin, an important drug in the treatment of tuberculosis, is used extensively despite its broad effects on drug-drug interactions, creating serious problems. The clinical importance of such interactions includes autoinduction leading to suboptimal or failed treatment. The concomitantly administered effects of rifampicin on other drugs can result in their altered metabolism or transportation that are metabolised by cytochromes P450 or transported by p-glycoprotein in the gastrointestinal tract and liver. This review paper summarises recent findings with emphases on the molecular mechanisms used to explain these broad drug-drug interactions. In general, rifampicin can act on a pattern: rifampicin activates the nuclear pregnane X receptor that in turn affects cytochromes P450, glucuronosyltransferases and p-glycoprotein activities. This pattern of action may explain many of the rifampicin inducing drug-drug interactions. However, effects through other mechanisms have also been reported and these make any explanation of such drug-drug interactions more complex."
19836445,"Screening for (anti)androgenic properties using a standard operation protocol based on the human stably transfected androgen sensitive PALM cell line. First steps towards validation. Despite more than a decade of research in the field of endocrine active compounds targeting the androgen receptor (AR), and although suitable cell lines can be obtained, no validated human stably transfected androgen sensitive transactivation assay is available. Bayer Schering Pharma (BSP) and the Flemish Institute for Technological Research (VITO), partners within the EU-sponsored 6th framework project ReProTect, made first steps towards such a validation. A standard operation protocol (SOP) developed at BSP based on the androgen sensitive PALM cell line was transferred to VITO and its performance and transferability were thoroughly studied. The investigation followed a generic protocol prepared for all reporter gene assays evaluated within ReProTect, and in both laboratories at least three independent experiments were performed. The highest concentration to be tested was limited to 10 microM, if needed. A few compounds, 17alpha-methyltestosterone (17alpha-MT), vinclozolin and linuron, were studied using a real world scenario, i.e., assuming that their interaction with the AR was not known: A prescreening for agonism and true, competitive antagonism was used to select conditions such as the appropriate mode of action, and the working range excluding cytotoxicity for the final screening. All other compounds were tested according to the generic protocol: Compounds screened for agonism were the reference androgen 17alpha-methyldihydrotestosterone (MDHT), levonorgestrel, norethynodrel, progesterone, o,p'-DDT, and dibutylphthalate (DBP), while compounds screened for antagonism were the reference anti-androgen flutamide, prochloraz, o,p'-DDT, progesterone, norethynodrel, and DBP. Cytotoxicity was assessed in parallel as lactate dehydrogenase release. The prescreen classified 17alpha-MT as androgenic, vinclozolin and linuron as anti-androgenic and compounds were tested accordingly. In the absence of cytotoxicity, appropriate androgenic properties of reference and test compounds were detected by both laboratories, o,p'-DDT and DBP had no androgenic activity. Across the two laboratories EC(50)-values for MDHT, 17alpha-MT, and levonorgestrel varied by not more than a factor of 3.4, for norethynodrel by a factor of 9.7. Progesterone effects could not fully be evaluated, as frequently concentration response curves were incomplete. In the absence of cytotoxicity anti-androgenic properties of reference and test compounds were also detected in both laboratories. DBP, the putative negative reference compound, was inactive, norethynodrel rather showed agonistic properties. Progesterone was an antagonist at low concentrations, but agonistic properties were observed in one laboratory at high concentrations. Since the highest test concentration was limited to 10 microM, for some compounds no complete concentration response curves were obtained and estimation of EC(50)-values was less robust. Our data demonstrated that the SOP was transferable, and that the assay was able to rank compounds with strong, weak, and without affinity for the AR and to discriminate agonists and antagonists. The sensitivity of the assay could be improved further, if the limit of solubility or beginning cytotoxicity was chosen as the highest test concentration. The assay avoids the use of tissues from laboratory animals, and thus contributes to the 3R concept. Furthermore, it could be adjusted to an intermediate/high throughput format. On the whole, this PALM assay is a promising candidate for further validation."
